codigo_ibge,anomes_s,cadun_qtd_familias_atualizadas_i,cadun_qtd_familias_atualizadas_pobreza_pbf_i,cadun_qtd_familias_atualizadas_baixa_renda_i,cadun_qtd_familias_atualizadas_rfpc_ate_meio_sm_i,cadun_qtd_familias_atualizadas_rfpc_acima_meio_sm_i,cadun_qtd_familias_atualizadas_renda_zero_i,cadun_taxa_atualizacao_cadastral_d,cadun_taxa_atualizacao_cadastral_rfpc_ate_meio_sm_d
140020,201812,4425,,,3859,,1256,89.62,91.03
140023,201812,1776,,,1472,,56,80.0,80.39
140028,201812,1756,,,1522,,75,85.74,87.67
140030,201812,4089,,,3693,,27,91.39,92.53
140040,201812,1998,,,1849,,1067,93.84,94.57
140045,201812,2207,,,1863,,9,89.89,89.61
140047,201812,5110,,,4410,,948,89.19,89.74
140050,201812,1101,,,952,,49,81.98,82.78
140060,201812,1411,,,1202,,480,91.86,92.67
140070,201812,1464,,,1429,,1034,83.04,83.71
150010,201812,37567,,,34735,,739,87.95,88.28
150013,201812,1603,,,1345,,615,86.64,87.45
150020,201812,12387,,,11691,,160,89.66,89.95
150030,201812,7299,,,6642,,78,85.11,84.47
150034,201812,3687,,,3110,,642,89.23,89.52
150040,201812,13707,,,12174,,123,89.7,90.85
150050,201812,6087,,,5682,,2616,92.07,92.79
150060,201812,17106,,,14347,,2503,86.89,87.17
150070,201812,5031,,,4544,,1058,79.29,78.95
150080,201812,61126,,,52161,,510,75.32,76.26
150085,201812,5791,,,5331,,382,88.15,88.43
150090,201812,7748,,,7391,,253,78.82,79.7
150095,201812,4421,,,3997,,111,81.28,82.39
150100,201812,2395,,,2118,,99,80.04,79.83
150110,201812,3514,,,3414,,375,87.3,87.31
150120,201812,6030,,,5884,,32,81.68,82.1
150125,201812,619,,,482,,128,84.56,86.22
150130,201812,19435,,,17106,,68,86.65,86.7
150140,201812,180201,,,156402,,2300,85.45,85.44
150145,201812,3776,,,3256,,27,84.28,84.81
150150,201812,12540,,,11272,,528,86.68,87.18
150157,201812,2841,,,2407,,266,88.36,89.88
150160,201812,2433,,,2302,,9,84.07,84.85
150170,201812,21703,,,18964,,527,90.94,91.33
150172,201812,4011,,,3266,,337,93.38,93.23
150175,201812,1519,,,1307,,84,91.06,91.14
150178,201812,8462,,,7295,,27,85.6,87.63
150180,201812,16134,,,14904,,233,79.46,78.81
150190,201812,5763,,,5447,,894,85.3,85.56
150195,201812,4695,,,4509,,32,87.93,88.6
150200,201812,4691,,,4307,,220,87.61,87.55
150210,201812,18716,,,17617,,56,77.42,77.1
150215,201812,5952,,,5284,,75,87.03,88.82
150220,201812,10066,,,9018,,152,89.19,89.51
150230,201812,10383,,,9322,,38,86.4,88.84
150240,201812,24902,,,20737,,409,81.41,82.01
150250,201812,3255,,,3113,,108,82.36,82.39
150260,201812,2152,,,2000,,87,87.37,87.48
150270,201812,7047,,,5107,,100,84.54,85.13
150275,201812,5820,,,5432,,1044,89.59,90.15
150276,201812,1841,,,1597,,229,82.66,83.35
150277,201812,4621,,,3844,,27,90.98,92.11
150280,201812,5406,,,5288,,705,85.42,85.74
150285,201812,2923,,,2616,,32,92.7,93.39
150290,201812,9013,,,8310,,514,84.98,84.76
150293,201812,7544,,,5769,,177,80.71,83.71
150295,201812,6688,,,4970,,54,86.39,87.34
150300,201812,1882,,,1724,,1023,88.35,89.88
150304,201812,3112,,,2610,,98,78.7,78.94
150307,201812,5350,,,5050,,35,86.59,87.64
150309,201812,5243,,,4297,,210,87.5,87.31
150310,201812,6573,,,6362,,3286,93.14,94.34
150320,201812,7885,,,7301,,283,85.37,86.54
150330,201812,11165,,,10397,,365,82.01,82.24
150340,201812,2130,,,1928,,61,83.23,83.46
150345,201812,6721,,,6162,,90,88.84,89.47
150350,201812,7816,,,7378,,44,89.82,92.13
150360,201812,20451,,,16759,,252,89.15,90.04
150370,201812,8450,,,7170,,73,86.04,85.71
150375,201812,2880,,,2607,,13,89.58,89.58
150380,201812,9120,,,7752,,209,88.72,89.65
150390,201812,6212,,,5713,,16,82.11,82.59
150400,201812,5751,,,5570,,110,94.04,94.76
150405,201812,8194,,,7427,,24,90.92,92.74
150410,201812,1622,,,1418,,11,88.87,90.14
150420,201812,30258,,,23208,,215,83.21,83.1
150430,201812,7231,,,6806,,48,90.19,90.97
150440,201812,4266,,,4005,,29,77.38,77.03
150442,201812,19575,,,16590,,447,82.53,83.08
150445,201812,5199,,,4714,,1052,88.26,88.85
150450,201812,4441,,,4216,,29,92.42,92.8
150460,201812,6972,,,6503,,1839,85.53,85.78
150470,201812,17171,,,15931,,235,90.87,91.04
150475,201812,3722,,,3368,,69,84.66,85.52
150480,201812,11338,,,10346,,31,83.78,85.15
150490,201812,7124,,,6722,,29,89.77,89.91
150495,201812,4210,,,4130,,1168,83.05,83.82
150497,201812,2345,,,1900,,48,87.53,87.51
150500,201812,2772,,,2492,,89,85.82,86.64
150503,201812,3835,,,2746,,99,90.1,90.0
150506,201812,7398,,,6459,,28,77.69,77.3
150510,201812,7832,,,6912,,454,81.28,81.81
150520,201812,6906,,,6632,,17,94.98,95.17
150530,201812,10533,,,9324,,105,86.81,87.47
150540,201812,4245,,,3784,,91,87.76,90.83
150543,201812,6263,,,5160,,322,91.56,92.1
150548,201812,8020,,,7355,,1721,82.56,83.38
150549,201812,1790,,,1576,,472,89.76,90.78
150550,201812,15825,,,13668,,194,84.58,85.22
150553,201812,19339,,,15480,,268,86.69,86.99
150555,201812,1515,,,1244,,213,85.93,88.92
150560,201812,1484,,,1330,,62,83.79,83.8
150563,201812,2047,,,1758,,61,85.64,84.96
150565,201812,3953,,,3502,,61,94.07,94.03
150570,201812,5082,,,4890,,126,84.37,84.61
150580,201812,8255,,,7404,,36,83.08,82.05
150590,201812,6800,,,6270,,2553,95.59,95.91
150600,201812,8116,,,7658,,1359,90.48,91.32
150610,201812,2403,,,2174,,70,90.95,91.96
150611,201812,2522,,,2272,,306,86.72,86.32
150613,201812,10754,,,8255,,837,85.94,86.7
150616,201812,2708,,,2032,,172,85.18,86.87
150618,201812,5985,,,4974,,222,89.18,90.94
150619,201812,5340,,,4459,,582,91.18,91.18
150620,201812,5226,,,4598,,20,82.7,83.34
150630,201812,5325,,,4969,,1399,87.79,88.74
150635,201812,3810,,,3308,,272,86.47,86.86
150640,201812,2008,,,1875,,638,92.66,94.07
150650,201812,9416,,,8399,,106,84.3,84.82
150655,201812,5282,,,4905,,80,93.61,94.98
150658,201812,3637,,,2972,,15,85.05,86.07
150660,201812,4948,,,4538,,130,88.51,89.93
150670,201812,6748,,,5485,,85,86.21,88.04
150680,201812,54482,,,42442,,934,87.69,88.34
150690,201812,2279,,,2078,,298,89.83,91.06
150700,201812,5537,,,5044,,18,91.46,92.09
150710,201812,3254,,,3020,,41,88.39,89.8
150715,201812,4177,,,3539,,165,85.12,85.52
150720,201812,5630,,,5361,,684,88.13,88.78
150730,201812,9139,,,8123,,1882,82.88,83.59
150740,201812,3310,,,2953,,48,90.23,90.55
150745,201812,4454,,,3650,,133,88.88,88.87
150746,201812,1428,,,1329,,237,93.63,94.25
150747,201812,4204,,,3846,,55,88.13,90.04
150750,201812,3014,,,2597,,1020,84.85,85.79
150760,201812,9925,,,9216,,401,85.86,86.69
150770,201812,5240,,,4998,,390,85.64,85.62
150775,201812,696,,,557,,74,78.73,79.57
150780,201812,3800,,,3451,,1973,85.52,85.18
150790,201812,4427,,,3861,,415,83.3,82.57
150795,201812,11431,,,10481,,256,85.78,86.52
150796,201812,2966,,,2629,,25,85.1,86.16
150797,201812,3572,,,3144,,7,93.16,94.44
150800,201812,10645,,,10014,,971,83.69,84.85
150803,201812,5379,,,5120,,177,80.96,81.72
150805,201812,2871,,,2451,,36,88.31,88.32
150808,201812,4576,,,3427,,82,81.58,82.06
150810,201812,17769,,,13893,,105,88.76,89.84
150812,201812,4589,,,4100,,1262,87.71,87.94
150815,201812,7597,,,6603,,559,86.75,87.3
150820,201812,10651,,,9046,,126,90.33,91.41
150830,201812,8889,,,8452,,528,78.9,78.69
150835,201812,1812,,,1639,,111,85.79,86.49
150840,201812,6281,,,5209,,468,88.08,90.97
160005,201812,1099,,,1000,,837,95.31,95.69
160010,201812,2309,,,2218,,551,97.13,97.02
160015,201812,2161,,,1964,,265,94.16,93.92
160020,201812,1712,,,1551,,8,87.97,88.72
160021,201812,866,,,809,,508,82.31,82.29
160023,201812,1155,,,1020,,20,96.97,96.59
160025,201812,1762,,,1707,,626,92.39,92.57
160027,201812,7857,,,7203,,2429,91.85,92.47
160030,201812,48744,,,40580,,915,84.13,84.46
160040,201812,4672,,,4229,,293,91.08,90.75
160050,201812,3874,,,3165,,18,89.57,89.81
160053,201812,3295,,,3064,,413,95.06,94.91
160055,201812,654,,,640,,168,92.63,92.61
160060,201812,21203,,,17748,,1707,95.85,95.36
160070,201812,2568,,,2347,,788,89.97,90.82
160080,201812,2737,,,2553,,2229,93.06,93.58
170025,201812,523,,,387,,32,86.01,85.43
170030,201812,1075,,,866,,29,90.56,91.83
170035,201812,1320,,,964,,113,92.17,93.05
170040,201812,1569,,,1312,,63,88.44,89.98
170070,201812,1463,,,1056,,97,90.3,91.82
170100,201812,2054,,,1684,,103,85.12,84.49
170105,201812,649,,,456,,20,90.01,90.29
170110,201812,813,,,626,,64,89.14,87.67
170130,201812,1107,,,820,,89,86.34,89.32
170190,201812,1142,,,809,,3,84.09,86.98
170200,201812,1477,,,911,,9,85.97,87.93
170210,201812,18247,,,14105,,58,76.81,78.36
170215,201812,1167,,,998,,405,88.94,91.14
170220,201812,5055,,,4313,,65,87.68,88.03
170230,201812,1046,,,816,,15,86.3,87.36
170240,201812,2196,,,1754,,462,84.26,86.83
170255,201812,3626,,,2527,,17,92.73,92.73
170270,201812,793,,,531,,1,76.47,80.09
170290,201812,2695,,,2383,,579,90.95,94.04
170300,201812,1561,,,1341,,72,85.25,87.7
170305,201812,576,,,462,,7,81.47,82.94
170307,201812,833,,,679,,38,89.18,90.29
170310,201812,1344,,,935,,6,84.05,85.7
170320,201812,831,,,646,,42,85.93,88.49
170330,201812,790,,,709,,429,91.11,91.6
170360,201812,393,,,283,,5,85.8,86.54
170370,201812,1112,,,843,,47,87.97,90.84
170380,201812,1494,,,1141,,27,85.03,86.76
170382,201812,427,,,350,,125,79.07,79.9
170384,201812,1220,,,1000,,13,83.04,82.23
170386,201812,801,,,496,,6,98.52,97.63
170388,201812,544,,,386,,61,87.88,87.72
170389,201812,923,,,800,,49,89.43,90.39
170390,201812,1486,,,1108,,562,92.06,93.66
170410,201812,507,,,369,,146,92.51,92.94
170460,201812,278,,,240,,48,77.0,84.21
170510,201812,721,,,580,,214,84.52,91.77
170550,201812,5242,,,3791,,17,83.12,85.11
170555,201812,1224,,,972,,2,92.51,93.1
170560,201812,910,,,712,,8,89.12,93.43
170600,201812,1217,,,991,,29,89.68,90.58
170610,201812,1578,,,1159,,210,90.95,91.76
170625,201812,385,,,245,,35,88.91,89.09
170650,201812,1067,,,849,,7,85.15,86.98
170700,201812,2633,,,2024,,84,79.33,81.15
170710,201812,1178,,,942,,60,81.07,83.73
170720,201812,1711,,,1403,,21,91.74,93.97
170730,201812,878,,,691,,5,88.32,92.01
170740,201812,1794,,,1556,,72,89.43,91.1
170755,201812,764,,,536,,45,88.42,88.88
170765,201812,993,,,657,,4,80.79,78.87
170770,201812,1590,,,1357,,92,91.01,91.75
170820,201812,3087,,,2589,,106,91.0,91.41
170825,201812,836,,,671,,79,92.17,92.04
170830,201812,1245,,,1069,,7,91.07,94.43
170900,201812,2276,,,1966,,324,88.52,88.75
170930,201812,2897,,,2251,,66,80.71,80.5
170950,201812,8626,,,6026,,60,80.76,81.21
170980,201812,336,,,281,,61,81.15,83.13
171050,201812,1332,,,1202,,40,87.34,89.43
171070,201812,1184,,,1030,,6,91.56,92.37
171090,201812,907,,,761,,3,86.96,89.63
171110,201812,454,,,328,,1,80.49,81.18
171150,201812,852,,,556,,72,81.53,87.01
171180,201812,614,,,427,,4,83.87,87.67
171190,201812,1381,,,1236,,228,88.01,88.98
171195,201812,710,,,613,,6,87.98,90.41
171200,201812,421,,,327,,18,82.54,85.37
171215,201812,333,,,265,,56,86.26,89.52
171240,201812,695,,,574,,24,94.42,93.63
171245,201812,527,,,414,,19,85.0,86.79
171250,201812,987,,,736,,48,93.2,94.84
171270,201812,355,,,303,,9,93.66,94.09
171280,201812,731,,,589,,9,88.17,92.03
171320,201812,3509,,,2761,,25,89.62,90.64
171330,201812,2228,,,1766,,20,85.0,87.29
171360,201812,1084,,,880,,35,77.65,76.25
171370,201812,592,,,468,,50,88.35,89.82
171380,201812,1342,,,1120,,27,93.51,94.83
171395,201812,842,,,579,,154,91.72,92.93
171420,201812,1624,,,1216,,32,87.64,89.47
171430,201812,845,,,708,,112,84.5,87.29
171488,201812,2060,,,1649,,69,88.75,90.7
171500,201812,870,,,677,,157,91.67,93.89
171510,201812,585,,,541,,260,79.16,80.98
171515,201812,359,,,279,,55,77.87,82.3
171525,201812,588,,,475,,6,90.88,89.96
171550,201812,289,,,218,,25,86.52,91.98
171570,201812,988,,,844,,34,90.14,91.93
171575,201812,1523,,,980,,24,85.13,87.26
171610,201812,4540,,,3356,,36,82.83,82.33
171620,201812,2308,,,1980,,462,86.93,88.35
171630,201812,815,,,671,,74,87.63,88.87
171650,201812,1632,,,1256,,13,81.15,84.57
171660,201812,2062,,,1461,,27,89.18,91.48
171665,201812,1164,,,901,,49,87.25,89.74
171670,201812,1508,,,1198,,113,84.57,87.5
171700,201812,1031,,,772,,77,89.03,90.18
171720,201812,744,,,571,,144,92.76,91.8
171750,201812,1081,,,785,,0,88.46,90.12
171780,201812,1022,,,814,,299,85.02,92.39
171790,201812,1251,,,1041,,10,89.48,92.78
171800,201812,638,,,485,,7,89.48,90.31
171820,201812,9185,,,7016,,51,87.5,88.86
171830,201812,1278,,,1094,,6,88.81,90.04
171840,201812,622,,,488,,5,85.79,86.06
171845,201812,550,,,421,,12,87.57,90.53
171850,201812,747,,,650,,229,87.47,89.16
171855,201812,926,,,796,,12,87.44,87.76
171865,201812,294,,,252,,10,80.54,81.55
171870,201812,698,,,504,,14,92.45,93.16
171875,201812,1126,,,928,,25,91.84,94.21
171880,201812,1014,,,907,,41,95.39,95.37
171884,201812,633,,,466,,7,80.02,81.75
171886,201812,1183,,,850,,4,84.56,86.82
171888,201812,647,,,452,,38,88.38,90.21
171889,201812,355,,,311,,21,84.32,86.38
171890,201812,994,,,751,,12,87.5,89.51
171900,201812,349,,,268,,3,69.8,74.03
172000,201812,469,,,408,,6,83.89,87.93
172010,201812,852,,,727,,12,81.6,81.31
172015,201812,295,,,218,,6,85.75,85.15
172020,201812,2069,,,1884,,36,88.0,88.28
172025,201812,617,,,473,,12,82.93,87.26
172030,201812,1117,,,969,,30,90.59,91.67
172049,201812,1059,,,770,,59,86.37,90.37
172065,201812,1242,,,1018,,57,83.46,86.49
172080,201812,1906,,,1591,,32,84.86,86.7
172085,201812,408,,,277,,5,84.82,89.64
172090,201812,3324,,,2674,,60,84.4,88.16
172093,201812,398,,,298,,79,81.05,83.0
172097,201812,452,,,336,,67,79.15,80.96
172100,201812,40705,,,27959,,1560,88.96,90.76
172110,201812,1377,,,1200,,23,89.06,89.48
172120,201812,4050,,,3299,,730,85.26,87.29
172125,201812,277,,,202,,48,92.33,93.08
172130,201812,602,,,512,,288,84.78,88.12
172208,201812,2181,,,1777,,61,90.76,91.73
172210,201812,2390,,,1845,,30,88.97,89.3
210005,201812,16166,,,12820,,161,85.3,85.59
210010,201812,1573,,,1436,,18,86.85,87.72
210015,201812,3041,,,2788,,364,90.88,93.58
210020,201812,6395,,,5665,,866,85.51,85.41
210030,201812,4303,,,4124,,12,91.7,92.96
210040,201812,1565,,,1398,,137,83.55,82.81
210043,201812,5047,,,4243,,590,80.52,81.53
210047,201812,5833,,,5112,,2982,89.82,91.12
210050,201812,1872,,,1511,,40,86.54,88.2
210055,201812,1589,,,1461,,185,87.88,88.38
210060,201812,5999,,,5380,,126,87.51,88.06
210070,201812,6280,,,6043,,3802,88.36,89.88
210080,201812,3624,,,3516,,916,91.12,91.51
210083,201812,3969,,,3343,,244,74.06,73.42
210087,201812,2441,,,2166,,264,82.91,83.33
210090,201812,7517,,,7112,,1012,79.7,80.0
210095,201812,5144,,,4775,,60,82.74,82.94
210100,201812,4646,,,4231,,21,69.7,69.33
210110,201812,2375,,,2244,,1436,84.21,84.87
210120,201812,18420,,,15699,,518,81.85,81.66
210125,201812,3607,,,3260,,40,88.71,88.49
210130,201812,3264,,,2696,,300,77.97,76.37
210135,201812,1041,,,922,,311,72.69,72.88
210140,201812,14484,,,11667,,137,86.61,87.42
210150,201812,4064,,,3712,,131,90.91,92.89
210160,201812,12828,,,11491,,56,81.95,81.65
210170,201812,12542,,,11836,,96,87.2,87.53
210173,201812,2011,,,1848,,269,87.73,88.97
210177,201812,2870,,,2619,,527,88.79,88.99
210180,201812,1121,,,1001,,36,79.22,78.14
210190,201812,4091,,,3727,,21,86.27,87.32
210193,201812,1042,,,929,,3,83.96,83.31
210197,201812,1610,,,1519,,27,81.89,82.28
210200,201812,6184,,,5754,,530,83.87,84.74
210203,201812,6254,,,5576,,224,89.94,90.68
210207,201812,3001,,,2690,,160,90.2,90.51
210210,201812,7034,,,6654,,4440,86.55,87.66
210215,201812,1965,,,1797,,44,90.55,90.43
210220,201812,5221,,,4992,,13,87.54,88.18
210230,201812,4323,,,3991,,104,84.43,85.53
210232,201812,8687,,,7465,,60,78.36,80.69
210235,201812,2776,,,2527,,176,79.93,82.58
210237,201812,2273,,,2094,,86,91.46,91.68
210240,201812,2035,,,1882,,201,77.11,77.92
210250,201812,4712,,,4368,,2187,86.03,86.64
210255,201812,2264,,,1971,,17,90.27,91.29
210260,201812,4205,,,3690,,110,79.92,79.06
210270,201812,4217,,,3842,,299,89.07,90.16
210275,201812,3112,,,2789,,104,87.83,87.89
210280,201812,4727,,,3889,,1261,86.95,88.06
210290,201812,5783,,,5321,,1597,87.04,87.64
210300,201812,24616,,,21129,,77,74.67,76.65
210310,201812,2388,,,2128,,168,79.75,79.87
210312,201812,2189,,,1964,,103,83.8,84.65
210315,201812,2221,,,1902,,101,77.84,78.04
210317,201812,3476,,,3182,,192,86.42,86.11
210320,201812,15198,,,14285,,2620,82.93,83.91
210325,201812,3023,,,2714,,257,89.86,91.44
210330,201812,16636,,,14430,,151,71.03,70.53
210340,201812,8441,,,7817,,626,85.69,87.7
210350,201812,7384,,,6713,,3021,79.87,81.5
210355,201812,3569,,,3188,,1613,82.08,82.27
210360,201812,12690,,,11573,,173,90.41,91.87
210370,201812,8379,,,6714,,622,81.37,82.16
210375,201812,2612,,,1980,,13,83.69,83.79
210380,201812,4497,,,4022,,67,83.44,83.84
210390,201812,2091,,,1963,,24,82.12,82.79
210400,201812,3382,,,3046,,53,77.07,76.11
210405,201812,5431,,,4550,,23,78.67,80.98
210407,201812,1609,,,1371,,5,83.88,85.52
210408,201812,1968,,,1860,,100,81.76,82.3
210409,201812,3287,,,3020,,39,89.66,89.9
210410,201812,2997,,,2581,,333,88.4,88.42
210420,201812,3179,,,2926,,68,80.97,82.37
210430,201812,2008,,,1850,,41,91.23,91.17
210440,201812,3665,,,3389,,38,88.93,89.27
210450,201812,1871,,,1703,,46,77.25,78.47
210455,201812,3669,,,2799,,65,90.81,89.68
210460,201812,2846,,,2505,,702,83.68,83.83
210462,201812,1353,,,1193,,23,88.77,88.63
210465,201812,2280,,,2022,,202,88.95,90.1
210467,201812,4273,,,3966,,92,77.57,78.27
210470,201812,1848,,,1335,,2,87.54,91.62
210480,201812,13072,,,11265,,101,85.92,87.04
210490,201812,3020,,,2518,,693,81.48,82.91
210500,201812,5138,,,4827,,88,86.68,86.59
210510,201812,5306,,,4949,,64,90.79,91.86
210515,201812,3161,,,2792,,2083,87.17,87.08
210520,201812,1979,,,1809,,124,79.95,80.79
210530,201812,38681,,,30978,,298,80.66,79.96
210535,201812,2547,,,2385,,63,82.58,82.38
210540,201812,12100,,,10287,,150,86.84,87.38
210542,201812,5558,,,4725,,370,90.87,92.82
210545,201812,1881,,,1785,,15,84.16,85.0
210547,201812,2913,,,2560,,29,82.8,81.92
210550,201812,5225,,,4318,,1334,87.05,87.37
210560,201812,2757,,,2514,,74,81.59,81.7
