codigo_ibge,anomes_s,cadun_qtd_familias_atualizadas_i,cadun_qtd_familias_atualizadas_pobreza_pbf_i,cadun_qtd_familias_atualizadas_baixa_renda_i,cadun_qtd_familias_atualizadas_rfpc_ate_meio_sm_i,cadun_qtd_familias_atualizadas_rfpc_acima_meio_sm_i,cadun_qtd_familias_atualizadas_renda_zero_i,cadun_taxa_atualizacao_cadastral_d,cadun_taxa_atualizacao_cadastral_rfpc_ate_meio_sm_d
110148,202411,1026,159,227,386,640,1,79.28,86.74
110149,202411,2603,1041,794,1835,768,107,66.45,80.76
110150,202411,2346,697,740,1437,909,6,80.98,86.67
110155,202411,774,294,176,470,304,4,71.93,79.66
110160,202411,1403,383,431,814,589,2,76.7,81.23
110170,202411,1823,827,347,1174,649,121,76.5,83.67
110175,202411,2050,898,404,1302,748,82,73.47,82.98
110180,202411,1082,408,320,728,354,5,74.21,85.34
120001,202411,3437,1935,623,2558,879,156,82.14,88.57
120005,202411,2295,1642,389,2031,264,671,86.34,89.07
120010,202411,6043,4544,689,5233,810,2334,79.68,84.92
120013,202411,2735,1623,647,2270,465,19,83.13,90.25
120017,202411,2948,1722,552,2274,674,254,81.95,88.0
120020,202411,16632,12301,2705,15006,1626,5814,84.16,88.45
120025,202411,3553,2375,566,2941,612,538,79.3,85.39
120030,202411,6583,4710,1302,6012,571,176,83.54,88.01
120032,202411,1892,1540,215,1755,137,1026,85.07,88.41
120033,202411,4997,4102,496,4598,399,3463,88.17,91.04
120034,202411,3488,2365,505,2870,618,263,92.1,95.28
120035,202411,4264,3361,507,3868,396,85,85.91,90.14
120038,202411,3456,2093,626,2719,737,346,86.5,90.54
120039,202411,2435,1811,359,2170,265,43,90.21,93.09
120040,202411,61453,37126,12083,49209,12244,10391,79.31,85.65
120042,202411,3698,2831,483,3314,384,49,92.4,94.9
120043,202411,1436,1003,220,1223,213,863,81.03,87.48
120045,202411,4666,2912,880,3792,874,874,80.25,87.89
120050,202411,11077,8259,1512,9771,1306,1831,89.05,92.26
120060,202411,10594,8082,1473,9555,1039,2645,87.42,91.26
120070,202411,3862,2532,719,3251,611,302,83.16,90.6
120080,202411,5925,4336,675,5011,914,618,82.22,86.53
130002,202411,4252,3203,599,3802,450,9,88.8,94.53
130006,202411,3174,2272,316,2588,586,4,91.33,94.55
130008,202411,2869,2258,265,2523,346,156,86.02,92.04
130010,202411,4361,3517,253,3770,591,15,84.12,88.97
130014,202411,3825,1837,834,2671,1154,172,80.96,86.55
130020,202411,2991,1879,664,2543,448,1519,86.99,92.64
130030,202411,15569,13598,636,14234,1335,3320,79.45,82.81
130040,202411,3926,2932,439,3371,555,165,75.51,82.9
130050,202411,7172,5514,968,6482,690,21,85.27,90.98
130060,202411,8629,6707,969,7676,953,44,90.06,94.94
130063,202411,6605,5241,614,5855,750,246,88.12,92.78
130068,202411,4536,3590,346,3936,600,13,91.1,96.09
130070,202411,7677,5275,1142,6417,1260,62,88.43,93.16
130080,202411,7715,5819,923,6742,973,63,83.68,88.97
130083,202411,3369,2590,286,2876,493,12,90.27,94.07
130090,202411,4274,3407,380,3787,487,2472,90.53,95.15
130100,202411,7595,5631,1005,6636,959,2225,86.97,91.8
130110,202411,7488,4515,1278,5793,1695,433,77.98,83.75
130115,202411,5188,3994,513,4507,681,92,86.42,91.96
130120,202411,16044,12457,1546,14003,2041,56,79.55,82.99
130130,202411,5914,3809,847,4656,1258,11,86.2,90.61
130140,202411,8286,6506,882,7388,898,1324,90.65,95.3
130150,202411,4926,3930,552,4482,444,3059,92.68,95.3
130160,202411,7218,6238,484,6722,496,28,90.58,91.49
130165,202411,3817,3137,452,3589,228,2808,87.94,92.0
130170,202411,15207,11197,1219,12416,2791,95,88.2,92.5
130180,202411,4970,4385,322,4707,263,1301,92.74,94.4
130185,202411,20130,14878,1909,16787,3343,197,84.12,89.94
130190,202411,22118,14565,3446,18011,4107,75,84.08,88.54
130195,202411,2836,2054,468,2522,314,222,93.9,96.07
130200,202411,2532,1503,502,2005,527,16,74.44,80.39
130210,202411,1896,1331,346,1677,219,56,88.8,92.7
130220,202411,3327,2499,211,2710,617,130,93.16,96.61
130230,202411,6037,5114,391,5505,532,82,91.81,94.66
130240,202411,15432,11686,1249,12935,2497,5830,85.75,89.29
130250,202411,24460,17824,3073,20897,3563,93,80.72,85.8
130255,202411,5224,3718,593,4311,913,19,85.52,90.39
130260,202411,403879,260829,59094,319923,83956,4027,82.18,86.46
130270,202411,11327,7757,1554,9311,2016,25,85.46,90.03
130280,202411,3939,3179,407,3586,353,455,90.76,92.47
130290,202411,16991,13592,1292,14884,2107,658,87.78,91.74
130300,202411,6015,4171,796,4967,1048,9,92.73,96.61
130310,202411,7878,5812,932,6744,1134,773,87.65,93.13
130320,202411,3323,1929,757,2686,637,47,80.34,87.26
130330,202411,4887,3533,609,4142,745,288,87.89,93.94
130340,202411,25269,19157,2543,21700,3569,86,84.67,89.14
130350,202411,3976,3198,502,3700,276,444,88.47,92.96
130353,202411,7606,4523,1299,5822,1784,840,86.25,93.51
130356,202411,4685,2973,939,3912,773,229,75.74,81.96
130360,202411,3208,2372,248,2620,588,249,85.29,91.06
130370,202411,5661,3567,1326,4893,768,9,85.63,91.87
130380,202411,9662,7623,1347,8970,692,110,87.91,90.89
130390,202411,8396,6515,922,7437,959,124,85.63,91.05
130395,202411,3105,2225,292,2517,588,619,92.24,95.44
130400,202411,3170,2332,318,2650,520,14,87.61,94.47
130406,202411,13210,9434,2077,11511,1699,21,87.8,91.99
130410,202411,4971,3777,558,4335,636,46,84.02,88.63
130420,202411,16799,12289,2184,14473,2326,148,83.44,87.65
130423,202411,4669,3693,465,4158,511,11,89.51,93.96
130426,202411,3238,2807,191,2998,240,50,87.34,92.64
130430,202411,4783,3568,546,4114,669,504,83.26,89.1
130440,202411,5767,4756,314,5070,697,334,84.89,91.17
140002,202411,2487,1885,299,2184,303,478,80.77,87.39
140005,202411,3946,2521,671,3192,754,39,89.72,93.25
140010,202411,63278,30537,19032,49569,13709,5392,82.1,87.33
140015,202411,4771,3416,275,3691,1080,1733,70.09,71.54
140017,202411,6998,5118,759,5877,1121,1650,85.13,89.79
140020,202411,5234,3302,1018,4320,914,751,84.2,89.81
140023,202411,3181,2139,407,2546,635,339,87.94,94.05
140028,202411,1839,1310,219,1529,310,112,81.15,86.18
140030,202411,6352,5053,473,5526,826,1854,87.99,92.57
140040,202411,3275,2598,408,3006,269,1918,84.64,87.53
140045,202411,6529,4826,756,5582,947,1494,85.13,88.71
140047,202411,5875,3630,1131,4761,1114,725,79.31,84.98
140050,202411,1950,1248,307,1555,395,30,81.25,85.48
140060,202411,2471,1854,215,2069,402,958,85.26,88.45
140070,202411,2389,1922,368,2290,99,1716,86.65,88.82
150010,202411,48856,37309,4518,41827,7029,6750,82.53,88.77
150013,202411,1982,1371,214,1585,397,954,82.68,89.19
150020,202411,15306,11976,1751,13727,1579,2141,81.09,85.07
150030,202411,10061,8185,904,9089,972,44,82.54,86.54
150034,202411,3522,2356,378,2734,788,723,75.51,84.69
150040,202411,15373,12455,1175,13630,1743,265,83.75,89.32
150050,202411,8060,6381,722,7103,957,2073,86.27,89.55
150060,202411,23280,13220,4704,17924,5356,4333,78.76,84.59
150070,202411,8370,6321,878,7199,1171,1137,82.07,87.08
150080,202411,77927,41063,18224,59287,18640,589,75.89,82.79
150085,202411,9433,7303,676,7979,1454,3425,85.57,89.06
150090,202411,12960,10218,1496,11714,1246,4186,85.91,90.08
150095,202411,7416,5607,715,6322,1094,597,86.11,91.66
150100,202411,3761,2720,420,3140,621,181,92.63,95.23
150110,202411,5751,5072,416,5488,263,1425,90.05,92.62
150120,202411,8756,7091,788,7879,877,183,85.99,91.47
150125,202411,892,575,145,720,172,324,78.59,88.99
150130,202411,24423,14936,4457,19393,5030,729,78.58,84.91
150140,202411,280488,187342,35550,222892,57596,17785,80.06,86.18
150145,202411,4653,2168,1276,3444,1209,12,84.7,89.78
150150,202411,17470,10431,3225,13656,3814,3426,78.72,85.91
150157,202411,3571,2001,779,2780,791,361,81.01,89.3
150160,202411,4407,3448,467,3915,492,69,89.39,93.75
150170,202411,30315,21828,4510,26338,3977,1654,85.37,90.18
150172,202411,5334,3327,756,4083,1251,403,81.63,87.31
150175,202411,2187,1444,276,1720,467,168,85.52,91.73
150178,202411,12987,8347,1559,9906,3081,31,83.32,91.62
150180,202411,27293,22114,2216,24330,2963,649,81.78,85.74
150190,202411,7719,5617,969,6586,1133,2258,82.93,86.4
150195,202411,5618,4754,354,5108,510,273,86.43,91.23
150200,202411,5793,4732,504,5236,557,354,81.05,85.29
150210,202411,36049,30157,2965,33122,2927,977,87.05,90.74
150215,202411,15874,8435,3172,11607,4267,2303,84.01,88.73
150220,202411,15768,10567,2400,12967,2801,187,86.72,92.13
150230,202411,16916,12772,1804,14576,2340,56,88.12,92.48
150240,202411,33819,17494,8624,26118,7701,1163,76.95,82.12
150250,202411,5062,4441,341,4782,280,973,90.28,93.3
150260,202411,3970,2706,473,3179,791,1165,91.05,94.08
150270,202411,8606,2970,2573,5543,3063,115,78.42,86.21
150275,202411,8651,6853,840,7693,958,3425,86.58,90.3
150276,202411,2388,1552,461,2013,375,345,83.52,89.94
150277,202411,5106,2965,746,3711,1395,45,79.56,86.86
150280,202411,8706,7255,886,8141,565,2147,89.04,91.67
150285,202411,3782,2640,605,3245,537,32,86.16,90.87
150290,202411,11555,9012,1134,10146,1409,2424,83.75,87.92
150293,202411,8616,5404,1330,6734,1882,144,75.8,84.92
150295,202411,7206,3563,1179,4742,2464,59,79.09,85.51
150300,202411,3281,2518,282,2800,481,2028,85.86,89.2
150304,202411,4014,2721,651,3372,642,75,77.02,84.46
150307,202411,6425,4798,831,5629,796,13,86.06,90.61
150309,202411,6394,3512,1371,4883,1511,302,82.24,88.65
150310,202411,8708,7082,937,8019,689,1957,91.56,94.06
150320,202411,9487,6621,1490,8111,1376,1330,84.44,88.93
150330,202411,17282,12956,2288,15244,2038,370,85.69,89.32
150340,202411,2740,1734,473,2207,533,216,87.9,91.95
150345,202411,9473,7313,948,8261,1212,2256,84.23,89.53
150350,202411,9934,7829,776,8605,1329,553,86.57,92.33
150360,202411,24765,15370,3588,18958,5807,1880,79.08,84.92
150370,202411,11230,7684,1493,9177,2053,688,80.69,87.79
150375,202411,4421,3420,532,3952,469,54,85.97,90.18
150380,202411,9839,6411,1297,7708,2131,2561,83.29,90.63
150390,202411,8092,5718,1433,7151,941,12,80.82,85.14
150400,202411,6972,5964,638,6602,370,38,84.51,88.32
150405,202411,9319,6628,1184,7812,1507,30,88.25,93.64
150410,202411,2062,1250,396,1646,416,10,85.59,89.74
150420,202411,44334,24228,8579,32807,11527,1417,75.45,81.47
150430,202411,8984,6659,1073,7732,1252,58,86.41,90.22
150440,202411,7718,5831,676,6507,1211,246,86.26,89.68
150442,202411,30662,19781,4404,24185,6477,8905,82.04,88.53
150445,202411,7825,6305,545,6850,975,2062,84.46,88.79
150450,202411,6673,5858,393,6251,422,1579,81.81,84.29
150460,202411,11262,9200,941,10141,1121,2008,89.41,92.72
150470,202411,18242,14038,2376,16414,1828,720,83.54,88.41
150475,202411,5594,3502,1035,4537,1057,391,79.48,87.28
150480,202411,16023,11990,2339,14329,1694,87,85.96,90.24
150490,202411,8753,6533,1235,7768,985,20,86.73,90.89
150495,202411,6457,5276,505,5781,676,2096,89.9,93.34
150497,202411,2659,1543,448,1991,668,319,82.37,89.4
150500,202411,3223,2108,485,2593,630,364,85.9,90.37
150503,202411,6304,2743,1434,4177,2127,131,82.55,86.1
150506,202411,14922,11011,1556,12567,2355,493,83.09,88.02
150510,202411,14737,10431,1725,12156,2581,2369,88.42,92.76
150520,202411,10403,9162,705,9867,536,2587,92.86,95.39
150530,202411,16074,10804,2343,13147,2927,24,92.61,94.18
150540,202411,5289,3887,584,4471,818,1123,83.25,88.01
150543,202411,6447,3746,1351,5097,1350,969,78.36,85.88
150548,202411,12249,8731,1279,10010,2239,3856,89.01,91.96
150549,202411,1909,1260,302,1562,347,254,86.57,92.64
150550,202411,19041,9482,4921,14403,4638,639,75.97,84.58
150553,202411,38589,18836,9309,28145,10444,426,72.36,83.2
150555,202411,2455,1543,343,1886,569,244,85.71,94.48
150560,202411,2267,1434,413,1847,420,398,87.63,92.3
150563,202411,2947,1598,598,2196,751,75,83.98,90.89
150565,202411,5305,3647,655,4302,1003,37,87.48,91.26
150570,202411,8076,6537,678,7215,861,1676,85.14,89.31
150580,202411,12883,9181,2171,11352,1531,122,82.75,86.78
150590,202411,9233,6837,1105,7942,1291,1191,87.96,93.35
150600,202411,11502,9408,944,10352,1150,4224,87.96,91.69
150610,202411,3630,2619,416,3035,595,1166,90.81,95.2
150611,202411,3402,2402,450,2852,550,932,85.64,92.11
150613,202411,14031,6618,3568,10186,3845,750,76.92,84.97
150616,202411,3785,2071,663,2734,1051,16,76.99,87.48
150618,202411,7457,4605,1229,5834,1623,1705,81.6,87.04
150619,202411,6124,3744,1113,4857,1267,17,81.13,87.35
150620,202411,8387,5154,1813,6967,1420,28,81.64,87.52
150630,202411,7544,6271,506,6777,767,1541,85.65,90.04
150635,202411,5365,3127,1023,4150,1215,1124,82.14,88.24
150640,202411,2009,1437,337,1774,235,926,82.57,87.69
150650,202411,12031,6991,2844,9835,2196,566,79.87,85.0
150655,202411,5778,4523,559,5082,696,197,82.81,87.12
150658,202411,4278,1954,948,2902,1376,60,79.22,87.27
150660,202411,6377,4097,1129,5226,1151,237,86.7,91.29
150670,202411,8944,5477,1195,6672,2272,112,79.03,86.49
150680,202411,80796,46467,15360,61827,18969,1391,82.62,88.72
150690,202411,2518,1836,283,2119,399,538,85.06,91.61
150700,202411,8437,5696,1209,6905,1532,275,89.39,93.7
150710,202411,3923,2413,836,3249,674,50,84.87,89.85
150715,202411,5463,3746,624,4370,1093,1467,85.89,93.15
150720,202411,8647,6796,888,7684,963,1404,85.08,89.69
150730,202411,13828,9331,1931,11262,2566,2240,79.18,85.54
150740,202411,4654,3142,654,3796,858,12,86.92,91.77
150745,202411,6166,3800,942,4742,1424,418,85.76,92.23
150746,202411,1779,1200,235,1435,344,58,85.07,89.79
150747,202411,6255,4349,726,5075,1180,637,87.25,91.24
150750,202411,3773,2474,460,2934,839,959,79.88,86.06
150760,202411,11520,7653,2199,9852,1668,603,83.11,87.18
150770,202411,6939,5900,603,6503,436,41,81.3,85.99
150775,202411,1371,860,187,1047,324,237,80.36,85.39
150780,202411,5456,4382,438,4820,636,2134,86.86,91.11
150790,202411,5712,4119,867,4986,726,1229,77.99,82.71
150795,202411,17435,11587,3107,14694,2741,2418,83.62,88.68
150796,202411,3675,2752,349,3101,574,115,82.04,89.41
150797,202411,5507,3842,543,4385,1122,12,92.24,96.26
150800,202411,15072,9922,2696,12618,2454,1487,82.24,88.05
150803,202411,10025,7893,806,8699,1326,2812,86.96,91.26
150805,202411,3849,2275,747,3022,827,17,83.07,88.15
150808,202411,7121,1960,2799,4759,2362,134,81.04,88.47
150810,202411,18606,9832,4269,14101,4505,210,79.2,89.6
150812,202411,6644,4466,1009,5475,1169,2926,83.01,88.6
150815,202411,8926,6129,1396,7525,1401,568,80.07,85.63
150820,202411,14509,10991,1234,12225,2284,265,88.34,93.39
150830,202411,15338,12543,1611,14154,1184,311,88.08,91.91
150835,202411,4190,2676,802,3478,712,795,87.8,91.91
150840,202411,8386,4928,1656,6584,1802,1724,77.04,85.6
160005,202411,1404,976,154,1130,274,784,90.63,94.95
160010,202411,2333,1864,222,2086,247,411,88.03,92.21
160015,202411,4145,3202,287,3489,656,1383,92.48,96.14
160020,202411,2728,2055,264,2319,409,106,85.67,90.26
160021,202411,1367,864,276,1140,227,703,84.48,89.2
160023,202411,1568,998,312,1310,258,143,87.69,91.41
160025,202411,2518,2172,112,2284,234,150,88.56,91.72
160027,202411,11286,7855,1373,9228,2058,1312,89.59,93.69
160030,202411,87828,57714,13738,71452,16376,9063,78.75,84.69
160040,202411,6500,4890,744,5634,866,28,81.33,85.48
160050,202411,8914,6407,1055,7462,1452,45,88.81,91.79
160053,202411,5435,3827,626,4453,982,1774,92.18,96.15
160055,202411,1874,1607,105,1712,162,1231,90.7,93.75
160060,202411,28189,19457,3784,23241,4948,1183,83.93,90.16
160070,202411,4106,2935,439,3374,732,697,92.26,95.79
160080,202411,3314,2554,266,2820,494,2322,87.39,90.18
170025,202411,767,188,195,383,384,2,92.85,95.75
170030,202411,994,401,312,713,281,10,79.83,90.71
170035,202411,1239,582,243,825,414,250,77.63,85.93
170040,202411,1875,929,380,1309,566,66,86.4,91.53
170070,202411,1937,906,367,1273,664,95,83.09,90.86
170100,202411,2627,1386,489,1875,752,36,88.3,92.63
170105,202411,661,188,196,384,277,7,87.66,93.43
170110,202411,1176,494,283,777,399,187,85.46,90.03
170130,202411,1375,655,239,894,481,330,81.6,88.25
170190,202411,1455,716,327,1043,412,246,83.09,90.22
170200,202411,1536,541,386,927,609,3,72.28,84.27
170210,202411,24944,8342,8510,16852,8092,751,75.83,84.76
170215,202411,1149,506,260,766,383,36,85.87,92.28
170220,202411,6009,2953,1732,4685,1324,9,85.64,93.08
170230,202411,1342,628,282,910,432,254,84.88,91.54
170240,202411,3067,1698,446,2144,923,149,84.86,90.08
170255,202411,3181,1671,659,2330,851,119,75.9,83.87
170270,202411,812,390,149,539,273,46,84.05,91.04
170290,202411,3039,2085,395,2480,559,396,86.8,92.33
170300,202411,1865,1063,327,1390,475,307,79.42,88.87
170305,202411,726,341,144,485,241,10,80.84,89.31
170307,202411,1241,652,328,980,261,112,86.9,93.86
170310,202411,1485,642,322,964,521,27,80.83,87.31
170320,202411,997,442,211,653,344,82,82.46,88.96
170330,202411,1340,820,223,1043,297,615,95.85,97.65
170360,202411,625,235,152,387,238,75,86.44,89.37
170370,202411,1272,635,243,878,394,394,80.76,91.45
170380,202411,1769,878,392,1270,499,0,81.86,88.62
170382,202411,558,232,137,369,189,148,87.05,91.33
170384,202411,1522,790,372,1162,360,5,74.49,81.65
170386,202411,894,235,212,447,447,56,80.1,89.04
170388,202411,667,355,120,475,192,57,79.97,88.45
170389,202411,785,416,180,596,189,1,80.76,90.57
170390,202411,1557,801,270,1071,486,527,99.93,99.9
170410,202411,554,255,107,362,192,186,84.7,91.87
170460,202411,448,210,74,284,164,76,78.87,86.06
170510,202411,894,418,180,598,296,250,84.49,94.02
170550,202411,7148,3302,1622,4924,2224,19,84.69,91.21
170555,202411,1220,550,324,874,346,2,78.05,87.13
170560,202411,856,422,216,638,218,31,78.53,88.61
170600,202411,1448,705,273,978,470,51,80.0,87.55
170610,202411,1585,807,237,1044,541,243,82.55,90.62
170625,202411,470,160,118,278,192,31,85.61,91.44
170650,202411,1438,813,300,1113,325,336,79.8,88.82
170700,202411,2957,1357,796,2153,804,200,73.39,84.79
170710,202411,1598,832,249,1081,517,374,81.15,89.11
170720,202411,1807,893,309,1202,605,18,86.33,91.26
170730,202411,933,464,187,651,282,1,78.46,89.91
170740,202411,2298,1408,333,1741,557,8,90.86,95.6
170755,202411,708,315,159,474,234,115,75.39,85.86
170765,202411,958,453,218,671,287,56,76.15,87.48
170770,202411,1780,1099,308,1407,373,3,83.13,92.08
170820,202411,3866,1810,842,2652,1214,379,82.36,89.95
170825,202411,1095,532,210,742,353,22,87.11,94.4
170830,202411,1302,595,276,871,431,2,83.67,90.25
170900,202411,3190,2090,510,2600,590,603,84.14,89.53
170930,202411,4232,1915,974,2889,1343,513,81.18,86.91
170950,202411,9780,2816,3285,6101,3679,52,72.26,83.15
170980,202411,465,143,118,261,204,0,83.63,85.85
171050,202411,1677,1095,255,1350,327,28,87.25,93.1
171070,202411,1452,879,256,1135,317,2,87.46,93.33
171090,202411,882,416,221,637,245,36,83.84,91.39
171110,202411,505,222,109,331,174,3,76.39,88.26
171150,202411,833,271,153,424,409,27,82.14,89.07
171180,202411,683,199,180,379,304,1,86.45,93.34
171190,202411,2290,1467,393,1860,430,556,84.16,89.76
171195,202411,790,390,157,547,243,115,82.63,89.52
171200,202411,555,167,170,337,218,13,77.73,86.41
171215,202411,453,221,112,333,120,14,84.83,92.75
171240,202411,826,409,154,563,263,25,90.76,95.1
171245,202411,713,255,214,469,244,58,83.29,89.33
171250,202411,802,261,213,474,328,52,77.04,85.09
171270,202411,524,249,133,382,142,11,84.65,92.49
171280,202411,813,428,194,622,191,6,80.41,89.36
171320,202411,3465,1273,965,2238,1227,144,79.96,87.83
171330,202411,2705,1237,542,1779,926,1,78.11,84.79
171360,202411,1549,724,297,1021,528,5,82.7,93.07
171370,202411,647,248,173,421,226,15,85.58,91.52
171380,202411,1323,698,279,977,346,23,83.31,89.3
171395,202411,821,412,162,574,247,84,75.11,86.83
171420,202411,2055,984,430,1414,641,139,83.74,90.17
171430,202411,1047,509,253,762,285,104,82.31,90.71
171488,202411,2496,1206,568,1774,722,384,83.08,90.92
171500,202411,914,311,188,499,415,59,92.51,95.59
171510,202411,921,513,177,690,231,345,84.88,89.61
171515,202411,517,236,100,336,181,124,87.77,92.3
171525,202411,683,354,140,494,189,3,81.3,93.56
171550,202411,296,109,82,191,105,31,74.74,84.51
171570,202411,1349,620,353,973,376,48,88.16,93.91
171575,202411,1731,692,381,1073,658,69,99.88,99.81
171610,202411,5125,1135,2145,3280,1845,12,73.63,80.88
171620,202411,3045,1924,392,2316,729,845,85.96,90.64
171630,202411,1084,500,210,710,374,99,84.82,90.33
171650,202411,2465,937,715,1652,813,133,83.53,91.62
171660,202411,2170,1109,306,1415,755,8,81.15,90.7
171665,202411,1195,485,349,834,361,32,79.13,88.06
171670,202411,1899,933,369,1302,597,185,81.46,88.63
171700,202411,1138,557,225,782,356,57,83.55,92.43
171720,202411,670,315,117,432,238,48,79.95,87.62
171750,202411,1294,433,418,851,443,36,81.38,90.14
171780,202411,1107,547,203,750,357,139,76.87,88.23
171790,202411,1272,624,315,939,333,106,81.74,88.75
171800,202411,639,328,113,441,198,111,80.68,90.36
171820,202411,9877,3472,3315,6787,3090,498,71.96,82.62
171830,202411,1509,844,338,1182,327,3,83.97,88.27
171840,202411,681,267,148,415,266,0,81.65,87.92
171845,202411,685,322,119,441,244,117,83.94,89.63
171850,202411,1068,811,108,919,149,377,86.19,95.92
171855,202411,980,419,239,658,322,29,84.99,90.26
171865,202411,474,232,115,347,127,51,79.93,86.1
171870,202411,782,299,172,471,311,23,83.28,89.54
171875,202411,1477,947,216,1163,314,191,86.83,95.32
171880,202411,1525,946,215,1161,364,13,88.35,93.02
171884,202411,1088,622,168,790,298,11,82.48,92.39
171886,202411,1191,521,331,852,339,9,70.51,81.22
171888,202411,635,230,144,374,261,45,99.84,100.0
171889,202411,403,132,103,235,168,15,79.01,90.03
171890,202411,1153,542,211,753,400,123,76.1,84.51
171900,202411,648,239,174,413,235,46,87.09,89.97
172000,202411,514,183,184,367,147,2,77.4,88.22
172010,202411,1571,867,276,1143,428,14,88.95,93.45
172015,202411,357,143,117,260,97,44,81.32,93.18
172020,202411,2873,1693,638,2331,542,7,84.15,90.06
172025,202411,738,316,141,457,281,97,85.21,92.13
172030,202411,1317,656,267,923,394,71,90.39,94.37
172049,202411,1227,532,239,771,456,13,91.84,95.42
172065,202411,1185,477,295,772,413,25,77.14,81.26
172080,202411,2205,1274,430,1704,501,6,82.24,90.39
172085,202411,372,97,97,194,178,27,76.7,86.6
172090,202411,4432,2761,535,3296,1136,1222,90.91,97.08
172093,202411,406,179,115,294,112,108,75.46,85.96
172097,202411,573,183,121,304,269,46,75.29,82.83
172100,202411,49052,21342,11275,32617,16435,4762,79.02,88.06
172110,202411,1798,1145,310,1455,343,43,83.78,89.64
172120,202411,4950,2436,1140,3576,1374,1115,82.92,90.46
172125,202411,422,156,103,259,163,89,82.74,89.61
172130,202411,446,129,127,256,190,71,81.53,87.37
172208,202411,2485,1285,403,1688,797,8,88.59,92.49
172210,202411,2758,1636,303,1939,819,37,85.38,92.24
210005,202411,20428,9632,4264,13896,6532,1366,82.34,89.64
210010,202411,2252,1957,139,2096,156,1,89.5,93.57
210015,202411,3255,2490,381,2871,384,97,86.13,93.7
210020,202411,6739,5115,531,5646,1093,1162,77.91,84.33
210030,202411,4673,3526,690,4216,457,537,85.1,90.39
210040,202411,2013,1717,111,1828,185,111,79.69,88.18
210043,202411,5249,3655,819,4474,775,508,80.71,88.01
210047,202411,6879,4836,965,5801,1078,3249,81.62,92.47
210050,202411,2339,1562,353,1915,424,104,78.75,86.57
210055,202411,2221,1637,242,1879,342,17,87.61,93.57
210060,202411,7382,5433,1185,6618,764,27,84.97,90.84
210070,202411,7037,5944,498,6442,595,159,89.31,94.12
210080,202411,4339,3764,277,4041,298,179,83.81,88.3
210083,202411,4947,4216,316,4532,415,1176,76.11,83.66
