codigo_ibge,anomes_s,cadun_qtd_familias_atualizadas_i,cadun_qtd_familias_atualizadas_pobreza_pbf_i,cadun_qtd_familias_atualizadas_baixa_renda_i,cadun_qtd_familias_atualizadas_rfpc_ate_meio_sm_i,cadun_qtd_familias_atualizadas_rfpc_acima_meio_sm_i,cadun_qtd_familias_atualizadas_renda_zero_i,cadun_taxa_atualizacao_cadastral_d,cadun_taxa_atualizacao_cadastral_rfpc_ate_meio_sm_d
110040,201612,2172,1017,733,1750,422,47,68.4,70.42
110045,201612,3138,2002,863,2865,273,66,65.91,71.71
110050,201612,1159,637,329,966,193,13,72.8,75.05
110060,201612,631,208,278,486,145,7,80.27,83.36
110070,201612,1401,763,474,1237,164,40,72.32,73.54
110080,201612,3362,2349,443,2792,570,180,73.0,74.23
110090,201612,508,262,106,368,140,37,74.59,78.13
110092,201612,825,544,187,731,94,85,67.67,68.83
110094,201612,2292,1203,684,1887,405,17,67.87,68.91
110100,201612,1535,1091,303,1394,141,29,74.33,77.74
110110,201612,1205,568,439,1007,198,8,76.84,78.42
110120,201612,1007,413,412,825,182,28,60.15,68.29
110130,201612,1638,623,543,1166,472,48,70.33,74.88
110140,201612,1642,579,758,1337,305,9,71.57,77.23
110143,201612,685,386,138,524,161,6,57.22,61.28
110145,201612,636,235,202,437,199,5,62.78,63.15
110146,201612,278,173,61,234,44,20,71.83,71.34
110147,201612,346,179,93,272,74,14,53.31,58.11
110148,201612,798,128,407,535,263,1,72.94,82.05
110149,201612,1822,1041,447,1488,334,8,56.97,61.46
110150,201612,1638,931,448,1379,259,8,70.45,75.19
110155,201612,526,280,167,447,79,71,65.26,67.21
110160,201612,1047,641,278,919,128,7,58.75,65.31
110170,201612,1450,754,339,1093,357,22,54.12,59.72
110175,201612,949,544,225,769,180,9,59.91,62.98
110180,201612,624,385,144,529,95,21,55.07,57.5
120001,201612,2045,1556,329,1885,160,147,75.54,78.34
120005,201612,1255,973,209,1182,73,342,82.07,83.47
120010,201612,3579,3191,293,3484,95,470,76.78,79.02
120013,201612,1599,1282,262,1544,55,40,81.33,83.45
120017,201612,1358,942,350,1292,66,49,70.95,74.94
120020,201612,11086,9344,1498,10842,244,919,79.13,81.0
120025,201612,1450,1184,237,1421,29,220,62.23,64.12
120030,201612,5580,5142,344,5486,94,4111,85.47,87.41
120032,201612,1328,1086,190,1276,52,291,87.83,89.54
120033,201612,3126,2838,202,3040,86,2217,88.78,89.17
120034,201612,1891,1582,237,1819,72,1130,90.04,92.47
120035,201612,2907,2643,210,2853,54,149,92.13,93.29
120038,201612,1897,1493,343,1836,61,196,75.78,78.79
120039,201612,1601,1357,204,1561,40,2,90.34,91.82
120040,201612,28847,21707,5772,27479,1368,4120,67.25,71.4
120042,201612,2550,2096,347,2443,107,174,84.74,87.5
120043,201612,745,678,57,735,10,557,80.97,83.23
120045,201612,3506,3325,97,3422,84,2342,81.13,81.92
120050,201612,6631,5406,1015,6421,210,447,84.55,87.51
120060,201612,6670,5791,754,6545,125,3247,86.3,87.72
120070,201612,2119,1718,346,2064,55,45,79.9,82.1
120080,201612,2764,2324,339,2663,101,287,78.38,79.7
130002,201612,2645,2381,148,2529,116,30,84.23,86.69
130006,201612,1807,1392,237,1629,178,8,86.41,92.71
130008,201612,1963,1586,230,1816,147,466,88.34,90.21
130010,201612,2051,1826,96,1922,129,31,66.18,66.96
130014,201612,2136,1526,338,1864,272,140,67.68,69.68
130020,201612,2014,1591,297,1888,126,1439,73.31,72.95
130030,201612,6721,6347,165,6512,209,947,85.21,86.56
130040,201612,2166,1633,272,1905,261,10,57.28,57.9
130050,201612,4386,3929,251,4180,206,42,71.66,73.1
130060,201612,5087,4371,534,4905,182,327,87.37,89.18
130063,201612,3283,2969,161,3130,153,25,84.41,84.77
130068,201612,2760,2161,418,2579,181,276,86.35,92.14
130070,201612,5618,4872,363,5235,383,149,76.11,80.69
130080,201612,4363,3485,593,4078,285,20,78.4,79.64
130083,201612,1793,1535,205,1740,53,20,80.4,84.05
130090,201612,2154,1915,167,2082,72,1614,78.46,80.26
130100,201612,4692,4544,63,4607,85,3357,79.72,80.89
130110,201612,4860,4353,319,4672,188,134,72.99,74.5
130115,201612,3931,3359,406,3765,166,57,84.81,86.69
130120,201612,11277,9625,1071,10696,581,279,76.07,78.17
130130,201612,3558,3326,184,3510,48,37,87.54,88.45
130140,201612,5202,4960,191,5151,51,2530,83.36,84.13
130150,201612,2807,2635,144,2779,28,2479,82.19,83.37
130160,201612,3502,3049,334,3383,119,44,83.14,84.49
130165,201612,2265,1987,210,2197,68,1345,78.53,80.56
130170,201612,7201,5758,650,6408,793,929,75.84,78.72
130180,201612,2494,2406,56,2462,32,339,71.72,72.3
130185,201612,8996,7595,639,8234,762,700,75.19,78.74
130190,201612,12124,9121,1641,10762,1362,437,72.58,74.66
130195,201612,1641,1539,75,1614,27,29,83.21,85.03
130200,201612,1101,794,174,968,133,19,54.1,53.18
130210,201612,1196,949,145,1094,102,623,90.88,92.71
130220,201612,1586,1235,278,1513,73,16,79.73,83.77
130230,201612,2902,2432,328,2760,142,413,78.07,79.72
130240,201612,7231,6099,557,6656,575,3437,81.51,84.73
130250,201612,14987,12859,1601,14460,527,936,75.51,78.69
130255,201612,2991,2557,228,2785,206,81,70.44,71.08
130260,201612,158592,100520,42147,142667,15925,1081,64.83,67.27
130270,201612,5519,4642,594,5236,283,123,74.69,76.72
130280,201612,2868,2682,100,2782,86,2274,85.91,86.72
130290,201612,8993,8357,226,8583,410,247,80.38,81.67
130300,201612,3794,3395,258,3653,141,37,83.88,86.52
130310,201612,4223,3623,359,3982,241,243,84.12,87.38
130320,201612,2157,1681,342,2023,134,35,72.92,76.19
130330,201612,3289,2742,276,3018,271,983,88.77,91.56
130340,201612,14538,12734,973,13707,831,380,78.4,81.74
130350,201612,2896,2638,204,2842,54,437,85.8,87.28
130353,201612,4504,3645,501,4146,358,49,73.65,79.77
130356,201612,3573,2875,496,3371,202,18,77.82,80.22
130360,201612,2572,2235,72,2307,265,743,78.15,79.77
130370,201612,4692,4063,351,4414,278,1412,86.32,90.3
130380,201612,6399,5831,449,6280,119,2817,80.29,82.38
130390,201612,4312,3585,539,4124,188,93,82.36,84.3
130395,201612,1842,1446,270,1716,126,194,83.12,89.0
130400,201612,1677,1476,101,1577,100,456,79.81,80.37
130406,201612,8754,7387,957,8344,410,37,81.14,85.76
130410,201612,2300,1401,568,1969,331,11,59.67,58.18
130420,201612,8952,7923,786,8709,243,881,83.32,85.95
130423,201612,2987,2613,235,2848,139,240,87.1,90.47
130426,201612,2149,1994,108,2102,47,411,89.28,91.03
130430,201612,2949,2651,197,2848,101,282,83.18,84.88
130440,201612,2789,2473,169,2642,147,423,78.32,79.65
140002,201612,1213,934,192,1126,87,663,71.31,74.03
140005,201612,2463,2349,52,2401,62,160,69.03,69.97
140010,201612,39766,21199,11516,32715,7051,480,74.15,77.73
140015,201612,2445,2163,136,2299,146,610,83.5,85.21
140017,201612,2115,1736,255,1991,124,99,67.18,71.67
140020,201612,3468,2526,614,3140,328,630,77.68,80.0
140023,201612,1643,1200,252,1452,191,44,74.81,78.87
140028,201612,1709,1248,289,1537,172,422,82.32,82.81
140030,201612,3102,2453,461,2914,188,12,85.26,87.74
140040,201612,1674,1537,84,1621,53,311,94.41,94.96
140045,201612,1611,1330,168,1498,113,9,64.26,67.2
140047,201612,4220,2833,1035,3868,352,183,75.77,82.12
140050,201612,1144,839,198,1037,107,76,81.25,84.86
140060,201612,1122,886,161,1047,75,110,76.53,81.66
140070,201612,1249,1036,171,1207,42,763,75.55,76.58
150010,201612,27651,23414,3056,26470,1181,2203,76.94,79.59
150013,201612,1213,968,143,1111,102,470,70.52,73.47
150020,201612,9067,8118,732,8850,217,177,72.85,74.28
150030,201612,6227,5687,398,6085,142,29,83.87,85.24
150034,201612,3216,2739,249,2988,228,1507,78.15,79.34
150040,201612,9582,8364,574,8938,644,50,77.18,81.61
150050,201612,4451,3911,364,4275,176,1693,79.98,81.73
150060,201612,13378,9123,3011,12134,1244,444,75.73,78.16
150070,201612,5096,4783,149,4932,164,1456,84.09,91.28
150080,201612,56623,32106,15749,47855,8768,631,75.19,79.13
150085,201612,4324,4034,152,4186,138,473,77.82,79.17
150090,201612,7691,6412,946,7358,333,561,74.63,76.51
150095,201612,4298,3593,424,4017,281,99,80.92,84.83
150100,201612,2588,2096,355,2451,137,1404,80.84,83.48
150110,201612,3331,3120,195,3315,16,441,92.11,92.54
150120,201612,5110,4612,403,5015,95,16,77.35,78.31
150125,201612,451,315,66,381,70,113,67.51,66.72
150130,201612,15741,12804,1975,14779,962,147,71.25,74.35
150140,201612,111849,84609,18037,102646,9203,2257,67.61,68.32
150145,201612,3496,2929,289,3218,278,193,78.33,80.45
150150,201612,8677,6574,1419,7993,684,334,72.06,73.53
150157,201612,2035,1487,332,1819,216,110,67.4,71.47
150160,201612,2235,1800,363,2163,72,20,73.11,76.64
150170,201612,13151,10745,1733,12478,673,341,61.57,62.47
150172,201612,2155,1672,270,1942,213,38,72.53,75.59
150175,201612,1440,1229,140,1369,71,55,78.47,80.67
150178,201612,7421,5533,1072,6605,816,42,76.05,79.8
150180,201612,14359,13158,912,14070,289,752,77.37,79.53
150190,201612,5553,5199,229,5428,125,911,80.46,82.08
150195,201612,4446,4123,224,4347,99,70,84.14,87.97
150200,201612,2527,2352,84,2436,91,1396,47.76,48.52
150210,201612,19209,17541,1300,18841,368,301,76.96,78.49
150215,201612,5508,3450,1473,4923,585,27,74.96,78.49
150220,201612,6424,4587,1398,5985,439,27,56.26,59.83
150230,201612,8965,6378,1652,8030,935,54,76.7,80.35
150240,201612,23424,12034,8560,20594,2830,201,68.54,73.15
150250,201612,2827,2429,346,2775,52,85,71.37,73.19
150260,201612,1319,1066,221,1287,32,106,65.42,68.56
150270,201612,5690,3603,1073,4676,1014,77,70.64,75.93
150275,201612,4567,3814,584,4398,169,165,77.47,80.02
150276,201612,1500,1245,123,1368,132,431,70.32,73.23
150277,201612,3579,2814,403,3217,362,13,76.34,81.58
150280,201612,4619,4019,523,4542,77,348,79.98,81.7
150285,201612,2459,1921,369,2290,169,48,82.04,83.79
150290,201612,7756,7185,363,7548,208,784,76.99,79.16
150293,201612,6079,2999,1639,4638,1441,41,66.94,73.37
150295,201612,5479,3766,969,4735,744,64,72.56,77.95
150300,201612,1752,1480,177,1657,95,1026,87.2,89.9
150304,201612,2861,2059,493,2552,309,294,70.67,74.33
150307,201612,5728,5080,469,5549,179,34,89.37,92.9
150309,201612,4141,2737,1007,3744,397,32,69.66,72.88
150310,201612,5628,4967,468,5435,193,2321,88.49,90.07
150320,201612,7350,6126,753,6879,471,80,77.64,80.79
150330,201612,11257,9605,1230,10835,422,345,80.64,83.97
150340,201612,1988,1649,244,1893,95,54,77.96,82.34
150345,201612,4624,3979,455,4434,190,51,70.27,72.9
150350,201612,7172,6175,628,6803,369,143,88.56,91.35
150360,201612,14360,10936,2020,12956,1404,538,70.56,74.19
150370,201612,7392,5745,1046,6791,601,78,75.62,77.25
150375,201612,2271,2022,178,2200,71,19,79.74,80.46
150380,201612,7044,5954,548,6502,542,92,73.19,77.68
150390,201612,5616,4536,825,5361,255,14,73.45,76.2
150400,201612,4770,4144,510,4654,116,118,81.73,84.29
150405,201612,6290,5152,764,5916,374,108,78.52,84.68
150410,201612,1362,956,309,1265,97,31,85.76,88.64
150420,201612,20282,9880,7059,16939,3343,119,57.72,60.43
150430,201612,5411,4673,580,5253,158,17,73.42,75.98
150440,201612,3790,3418,269,3687,103,71,70.18,72.05
150442,201612,16478,10870,3490,14360,2118,53,76.66,79.07
150445,201612,4240,3530,480,4010,230,171,79.26,82.44
150450,201612,3228,2846,314,3160,68,32,78.06,79.43
150460,201612,5355,4670,551,5221,134,1549,76.09,80.97
150470,201612,14186,13167,674,13841,345,78,80.96,82.96
150475,201612,2915,2401,316,2717,198,95,80.39,82.35
150480,201612,10836,8862,1219,10081,755,85,78.19,80.67
150490,201612,6107,5596,417,6013,94,30,85.02,86.36
150495,201612,4223,3932,189,4121,102,195,85.71,86.81
150497,201612,1843,1279,397,1676,167,41,72.41,75.05
150500,201612,2457,2079,237,2316,141,20,79.02,81.52
150503,201612,2032,1350,316,1666,366,177,62.87,62.93
150506,201612,7059,5537,1005,6542,517,92,66.52,68.58
150510,201612,7456,5561,1312,6873,583,557,77.01,79.84
150520,201612,5529,5288,175,5463,66,15,83.39,84.12
150530,201612,9791,7976,1111,9087,704,10,80.01,83.84
150540,201612,3638,2894,356,3250,388,110,79.55,81.96
150543,201612,4494,3307,752,4059,435,240,78.47,82.85
150548,201612,7068,6358,307,6665,403,3175,78.43,79.92
150549,201612,1640,1459,81,1540,100,396,81.83,84.24
150550,201612,14935,9091,4338,13429,1506,131,75.41,81.02
150553,201612,12121,5798,4083,9881,2240,117,55.06,57.07
150555,201612,1448,943,264,1207,241,310,83.55,88.03
150560,201612,1356,961,323,1284,72,57,73.49,76.84
150563,201612,1836,1355,406,1761,75,129,73.17,77.03
150565,201612,3364,2833,347,3180,184,22,86.97,92.25
150570,201612,4745,3996,625,4621,124,58,81.05,82.91
150580,201612,7227,6624,460,7084,143,142,74.37,75.51
150590,201612,3214,2918,196,3114,100,169,57.37,57.52
150600,201612,6079,5532,364,5896,183,1138,76.17,78.07
150610,201612,1934,1612,224,1836,98,438,82.19,86.31
150611,201612,2037,1822,152,1974,63,194,75.27,78.96
150613,201612,7486,3935,2100,6035,1451,66,63.5,66.23
150616,201612,2064,819,810,1629,435,87,67.18,73.27
150618,201612,5240,3722,989,4711,529,47,82.83,85.56
150619,201612,4179,3285,632,3917,262,134,82.73,85.93
150620,201612,4560,3654,535,4189,371,25,74.06,76.03
150630,201612,4411,3876,345,4221,190,2043,76.71,78.09
150635,201612,2786,1624,861,2485,301,94,72.36,74.44
150640,201612,1543,1398,60,1458,85,865,78.6,79.06
150650,201612,7778,4959,2163,7122,656,115,68.29,71.88
150655,201612,4384,3657,510,4167,217,44,87.47,89.98
150658,201612,3330,2453,479,2932,398,9,75.78,79.07
150660,201612,4566,3313,936,4249,317,279,82.21,85.92
150670,201612,5454,4166,477,4643,811,142,73.87,78.38
150680,201612,42313,25058,10994,36052,6261,1547,73.82,76.17
150690,201612,1515,1220,208,1428,87,238,76.59,81.46
150700,201612,4854,4052,654,4706,148,180,80.28,86.55
150710,201612,3129,2548,439,2987,142,43,73.48,79.82
150715,201612,3265,2654,361,3015,250,69,67.64,72.8
150720,201612,4718,4038,541,4579,139,465,74.36,76.97
150730,201612,7492,5961,947,6908,584,814,74.85,76.15
150740,201612,2523,1864,525,2389,134,33,70.99,76.54
150745,201612,3688,2826,574,3400,288,187,77.33,80.34
150746,201612,1108,942,133,1075,33,242,82.81,85.65
150747,201612,2559,1927,380,2307,252,153,49.47,51.58
150750,201612,2871,2251,394,2645,226,1252,84.11,87.58
150760,201612,8808,7282,1071,8353,455,357,79.16,82.01
150770,201612,4291,4074,134,4208,83,2802,73.12,75.37
150775,201612,612,402,134,536,76,96,59.76,62.69
150780,201612,2746,2466,177,2643,103,1554,76.42,76.83
150790,201612,3256,2806,353,3159,97,306,66.8,69.98
150795,201612,10958,8476,1851,10327,631,245,73.39,78.51
150796,201612,2320,1945,220,2165,155,11,75.34,79.59
150797,201612,3048,2486,380,2866,182,1,83.41,87.13
150800,201612,10229,8534,1146,9680,549,696,75.8,79.02
150803,201612,4320,3587,556,4143,177,27,65.19,67.24
150805,201612,1884,1427,307,1734,150,59,71.74,72.76
150808,201612,4172,1545,1825,3370,802,19,77.17,81.26
150810,201612,13430,9198,2323,11521,1909,163,72.64,76.96
150812,201612,3693,2910,557,3467,226,928,70.89,74.11
150815,201612,5867,4864,587,5451,416,75,70.7,73.98
150820,201612,9030,7456,1018,8474,556,328,80.11,85.45
150830,201612,9486,8710,667,9377,109,2239,76.31,80.82
150835,201612,1803,1331,381,1712,91,67,84.33,87.93
150840,201612,5529,3346,1404,4750,779,586,76.7,82.89
160005,201612,677,601,59,660,17,385,84.62,87.53
160010,201612,839,837,2,839,0,467,63.6,63.8
160015,201612,1513,1439,50,1489,24,241,87.4,88.57
160020,201612,1430,1181,157,1338,92,14,77.92,79.12
160021,201612,898,762,108,870,28,383,87.18,88.14
160023,201612,759,708,44,752,7,53,78.49,79.4
160025,201612,1168,1140,16,1156,12,957,80.49,80.83
160027,201612,5834,5160,444,5604,230,1181,71.61,74.56
160030,201612,32637,23003,6822,29825,2812,717,65.99,70.69
160040,201612,3435,3221,175,3396,39,143,79.86,81.1
160050,201612,2454,1783,457,2240,214,9,77.38,80.63
160053,201612,2510,2198,286,2484,26,40,84.08,85.83
160055,201612,433,404,28,432,1,203,76.63,77.69
160060,201612,12737,11386,1155,12541,196,83,83.6,87.79
160070,201612,2127,1822,193,2015,112,1011,79.78,81.05
160080,201612,2211,2060,91,2151,60,1970,85.59,85.9
170025,201612,402,291,81,372,30,47,81.21,85.51
170030,201612,937,567,277,844,93,25,82.55,89.5
170035,201612,1066,624,308,932,134,20,81.56,92.36
170040,201612,1543,930,517,1447,96,168,83.13,90.6
170070,201612,1171,710,235,945,226,121,74.72,81.39
170100,201612,1860,1448,253,1701,159,198,82.33,88.22
170105,201612,556,305,152,457,99,24,75.23,82.64
170110,201612,546,322,166,488,58,37,62.11,66.3
170130,201612,1048,569,284,853,195,9,78.44,83.38
170190,201612,1096,496,356,852,244,3,71.54,78.88
170200,201612,1144,356,390,746,398,4,73.23,80.91
170210,201612,20862,8594,8515,17109,3753,86,68.96,75.74
170215,201612,986,685,184,869,117,127,82.16,87.33
170220,201612,4047,2866,906,3772,275,35,75.39,78.69
170230,201612,1062,542,342,884,178,120,80.03,87.78
170240,201612,2093,1358,391,1749,344,118,78.24,83.24
170255,201612,2795,1593,737,2330,465,18,83.9,90.45
170270,201612,696,299,139,438,258,1,70.16,68.01
170290,201612,2060,1634,183,1817,243,425,76.38,77.78
170300,201612,1333,879,272,1151,182,56,72.84,80.26
170305,201612,531,307,150,457,74,9,76.51,85.9
170307,201612,685,460,176,636,49,52,70.32,78.61
170310,201612,1086,602,269,871,215,6,73.37,81.09
170320,201612,784,424,191,615,169,15,71.59,80.49
170330,201612,636,500,94,594,42,341,80.81,85.22
170360,201612,358,207,97,304,54,16,77.99,85.15
170370,201612,1055,581,257,838,217,11,80.59,90.2
170380,201612,1147,664,329,993,154,0,69.51,77.51
170382,201612,445,306,82,388,57,2,79.89,87.78
170384,201612,960,643,246,889,71,20,61.3,63.31
170386,201612,617,354,171,525,92,23,72.93,74.89
170388,201612,395,198,135,333,62,36,68.57,75.51
170389,201612,740,572,113,685,55,23,83.9,88.15
170390,201612,1037,711,145,856,181,367,81.71,85.34
170410,201612,429,267,94,361,68,137,80.63,86.98
170460,201612,288,127,85,212,76,36,61.14,72.85
170510,201612,733,352,207,559,174,123,95.44,101.82
170550,201612,5199,1744,2194,3938,1261,21,79.72,90.4
170555,201612,943,570,236,806,137,14,72.98,80.6
170560,201612,817,511,171,682,135,6,79.01,87.77
170600,201612,925,722,120,842,83,20,74.65,79.81
170610,201612,1268,797,276,1073,195,173,81.12,88.82
170625,201612,288,117,110,227,61,41,72.72,85.33
170650,201612,896,457,312,769,127,40,74.85,84.04
170700,201612,3060,1667,884,2551,509,25,78.84,84.35
170710,201612,1104,668,273,941,163,38,63.96,71.94
170720,201612,1547,1261,147,1408,139,19,85.51,92.69
170730,201612,761,403,226,629,132,5,83.35,90.63
170740,201612,1761,1274,323,1597,164,99,82.4,88.18
170755,201612,694,306,230,536,158,52,91.92,98.89
170765,201612,889,454,238,692,197,2,73.96,81.7
170770,201612,1323,990,258,1248,75,71,80.81,85.36
170820,201612,2636,1834,616,2450,186,139,74.08,78.93
170825,201612,462,323,93,416,46,117,66.57,74.68
170830,201612,1183,953,103,1056,127,10,84.31,91.42
170900,201612,1600,1377,152,1529,71,178,64.69,66.27
170930,201612,2996,1915,690,2605,391,42,80.51,85.52
170950,201612,8186,2844,3568,6412,1774,70,60.89,70.66
170980,201612,304,167,93,260,44,6,63.2,77.61
171050,201612,1274,992,182,1174,100,23,85.84,91.07
171070,201612,1054,861,138,999,55,109,74.64,78.59
171090,201612,838,616,124,740,98,2,78.02,86.65
171110,201612,439,237,113,350,89,1,76.34,85.78
171150,201612,900,439,148,587,313,58,89.37,96.38
171180,201612,543,224,152,376,167,0,79.5,90.16
171190,201612,1042,695,258,953,89,57,71.76,75.75
171195,201612,708,502,135,637,71,15,85.19,92.85
171200,201612,410,201,126,327,83,9,66.34,69.27
171215,201612,328,168,94,262,66,33,74.37,81.87
171240,201612,519,387,120,507,12,2,75.1,81.38
171245,201612,450,232,151,383,67,2,79.22,86.26
171250,201612,670,390,180,570,100,24,67.13,75.89
171270,201612,237,158,64,222,15,3,62.86,64.34
171280,201612,672,413,172,585,87,35,78.5,86.41
171320,201612,2734,1657,740,2397,337,12,74.23,81.39
171330,201612,2042,1297,482,1779,263,89,76.08,84.23
171360,201612,1170,979,104,1083,87,102,82.04,86.43
171370,201612,470,343,76,419,51,38,73.66,78.61
171380,201612,781,442,262,704,77,1,62.88,72.13
171395,201612,761,388,202,590,171,85,84.83,94.55
171420,201612,1523,719,476,1195,328,40,81.83,89.98
171430,201612,761,509,169,678,83,64,74.68,83.29
171488,201612,2077,1331,487,1818,259,15,84.67,91.12
171500,201612,719,470,121,591,128,60,86.1,91.34
171510,201612,639,484,101,585,54,306,76.52,81.81
171515,201612,347,193,84,277,70,60,72.14,78.47
171525,201612,460,325,101,426,34,2,76.92,84.52
171550,201612,233,132,55,187,46,1,70.82,77.91
171570,201612,957,747,118,865,92,26,77.11,82.14
171575,201612,1422,728,317,1045,377,47,75.84,81.64
171610,201612,3454,1574,1335,2909,545,95,69.13,75.4
171620,201612,2059,1680,220,1900,159,581,76.09,84.18
171630,201612,642,482,95,577,65,13,76.15,82.9
171650,201612,1507,665,482,1147,360,30,71.38,77.92
171660,201612,1789,1003,406,1409,380,7,76.74,86.07
171665,201612,1070,637,277,914,156,9,73.79,83.85
171670,201612,1316,722,389,1111,205,24,72.46,78.62
171700,201612,811,507,205,712,99,36,76.0,84.26
171720,201612,513,352,105,457,56,108,70.46,75.91
171750,201612,769,332,273,605,164,3,70.68,76.19
171780,201612,732,380,180,560,172,63,64.89,70.35
171790,201612,1174,775,253,1028,146,22,87.15,91.05
171800,201612,601,363,138,501,100,148,86.22,91.25
171820,201612,7540,4058,2319,6377,1163,60,78.53,84.27
171830,201612,1108,682,321,1003,105,6,84.58,89.87
171840,201612,536,392,80,472,64,4,76.57,81.09
171845,201612,479,265,123,388,91,7,72.57,78.06
171850,201612,675,508,118,626,49,98,77.85,83.91
171855,201612,863,668,135,803,60,22,78.02,82.44
171865,201612,311,189,96,285,26,26,73.87,80.73
171870,201612,482,268,137,405,77,14,70.46,78.18
171875,201612,886,599,167,766,120,16,74.26,78.56
171880,201612,670,604,51,655,15,50,83.54,85.39
171884,201612,643,284,236,520,123,6,72.9,85.95
171886,201612,872,331,366,697,175,4,66.51,73.21
171888,201612,598,309,139,448,150,24,82.71,89.95
171889,201612,392,244,104,348,44,16,81.32,86.35
171890,201612,978,614,225,839,139,63,81.77,89.54
171900,201612,426,200,135,335,91,4,86.93,93.31
172000,201612,446,257,131,388,58,74,76.63,83.26
172010,201612,758,550,155,705,53,30,64.84,67.07
172015,201612,275,159,73,232,43,0,83.58,90.98
172020,201612,1653,1321,263,1584,69,25,73.04,77.15
172025,201612,533,271,134,405,128,13,75.92,84.02
172030,201612,954,737,133,870,84,164,85.94,91.77
172049,201612,932,644,126,770,162,22,71.96,86.32
172065,201612,1016,844,36,880,136,9,75.99,81.48
172080,201612,1738,1213,358,1571,167,121,75.86,82.94
172085,201612,367,143,140,283,84,15,78.41,92.78
172090,201612,3252,2566,203,2769,483,67,85.69,90.46
172093,201612,415,234,107,341,74,17,74.9,83.57
172097,201612,446,212,158,370,76,7,72.05,80.61
172100,201612,25747,9901,9165,19066,6681,874,74.05,79.03
172110,201612,1140,863,191,1054,86,9,70.89,76.04
172120,201612,4005,2645,808,3453,552,340,81.65,89.24
172125,201612,114,64,28,92,22,2,48.3,49.19
172130,201612,376,229,82,311,65,95,72.72,83.37
172208,201612,1762,1182,386,1568,194,54,83.82,88.43
172210,201612,1899,1390,299,1689,210,123,75.89,80.31
210005,201612,14827,8844,4333,13177,1650,85,70.84,77.73
210010,201612,1333,1139,125,1264,69,178,77.18,81.54
210015,201612,2851,2435,214,2649,202,376,84.14,89.76
210020,201612,4594,4213,195,4408,186,201,66.59,68.2
210030,201612,4198,3782,298,4080,118,8,80.26,83.69
210040,201612,1415,1319,56,1375,40,227,72.26,75.17
210043,201612,4492,3394,656,4050,442,786,66.98,72.23
210047,201612,4675,3878,515,4393,282,439,74.13,77.28
210050,201612,1621,1061,362,1423,198,2,73.84,80.21
210055,201612,1458,1185,205,1390,68,14,85.46,91.32
210060,201612,5741,4624,867,5491,250,320,82.99,86.78
210070,201612,5893,5473,205,5678,215,2391,82.73,86.46
210080,201612,2679,2562,78,2640,39,2391,73.9,74.76
210083,201612,3595,3209,113,3322,273,358,79.8,83.13
210087,201612,2152,1827,212,2039,113,352,72.62,76.42
210090,201612,7582,6946,406,7352,230,1534,75.7,77.8
210095,201612,4072,3592,331,3923,149,64,69.39,70.48
210100,201612,5987,5062,617,5679,308,14,85.28,89.44
210110,201612,1934,1734,127,1861,73,181,70.35,71.22
210120,201612,15008,11663,2320,13983,1025,1214,58.82,64.36
210125,201612,3131,2968,109,3077,54,251,87.16,89.05
210130,201612,2451,2047,227,2274,177,200,59.38,60.8
210135,201612,1069,854,119,973,96,475,67.02,71.33
210140,201612,12039,7961,2471,10432,1607,141,73.02,76.14
210150,201612,3733,3329,171,3500,233,22,82.22,87.65
