codigo_ibge,anomes_s,cadun_qtd_familias_atualizadas_i,cadun_qtd_familias_atualizadas_pobreza_pbf_i,cadun_qtd_familias_atualizadas_baixa_renda_i,cadun_qtd_familias_atualizadas_rfpc_ate_meio_sm_i,cadun_qtd_familias_atualizadas_rfpc_acima_meio_sm_i,cadun_qtd_familias_atualizadas_renda_zero_i,cadun_taxa_atualizacao_cadastral_d,cadun_taxa_atualizacao_cadastral_rfpc_ate_meio_sm_d
130380,202112,5257,,,5041,,,68.66,70.97
130390,202112,4935,,,4649,,,73.7,77.83
130395,202112,2036,,,1838,,,77.23,81.47
130400,202112,2435,,,2204,,,79.57,84.09
130406,202112,4316,,,3390,,,37.88,35.51
130410,202112,3242,,,2854,,,68.71,70.73
130420,202112,10306,,,9222,,,67.52,72.4
130423,202112,3573,,,3232,,,75.33,77.84
130426,202112,2341,,,2220,,,79.51,81.82
130430,202112,3348,,,3013,,,72.15,75.72
130440,202112,3979,,,3540,,,72.79,77.05
140002,202112,1263,,,1165,,,51.38,54.38
140005,202112,1373,,,1135,,,40.2,38.26
140010,202112,23957,,,19113,,,41.69,41.62
140015,202112,1781,,,1541,,,42.97,43.79
140017,202112,3756,,,3468,,,68.24,71.4
140020,202112,1974,,,1714,,,36.06,36.36
140023,202112,1301,,,1111,,,48.65,51.03
140028,202112,387,,,305,,,19.21,18.03
140030,202112,3270,,,3056,,,58.06,61.04
140040,202112,948,,,890,,,34.77,35.35
140045,202112,1654,,,1373,,,61.62,61.95
140047,202112,2293,,,1864,,,34.24,33.45
140050,202112,622,,,558,,,39.41,41.67
140060,202112,723,,,639,,,39.9,40.9
140070,202112,432,,,394,,,21.29,20.11
150010,202112,32707,,,30464,,,66.75,68.94
150013,202112,1227,,,1104,,,58.12,61.91
150020,202112,6424,,,5971,,,43.2,43.67
150030,202112,3952,,,3674,,,44.3,45.47
150034,202112,3025,,,2578,,,65.1,68.11
150040,202112,9820,,,8966,,,55.96,58.33
150050,202112,5258,,,4984,,,68.85,71.54
150060,202112,11977,,,10038,,,50.5,52.58
150070,202112,6332,,,5764,,,78.73,81.65
150080,202112,45966,,,36815,,,46.52,45.58
150085,202112,5509,,,5120,,,63.02,64.78
150090,202112,7692,,,7380,,,69.76,71.22
150095,202112,4740,,,4410,,,71.4,75.32
150100,202112,2023,,,1888,,,66.48,70.15
150110,202112,2435,,,2361,,,54.3,56.6
150120,202112,5870,,,5659,,,68.73,70.24
150125,202112,286,,,209,,,34.41,34.6
150130,202112,12318,,,10554,,,50.61,50.73
150140,202112,160492,,,139054,,,55.39,56.93
150145,202112,2717,,,2363,,,59.46,61.87
150150,202112,14356,,,12576,,,77.97,78.96
150157,202112,2308,,,1904,,,58.81,61.2
150160,202112,2706,,,2577,,,76.03,78.23
150170,202112,16975,,,15701,,,62.14,65.51
150172,202112,4093,,,3418,,,73.29,76.12
150175,202112,1215,,,1013,,,67.57,68.53
150178,202112,7562,,,6413,,,65.9,68.62
150180,202112,15641,,,14846,,,63.52,66.55
150190,202112,5200,,,4965,,,70.78,72.84
150195,202112,4206,,,3986,,,73.99,74.92
150200,202112,3466,,,3234,,,55.69,56.98
150210,202112,21422,,,20718,,,72.57,75.0
150215,202112,5728,,,5045,,,59.83,61.05
150220,202112,9277,,,8505,,,67.35,70.68
150230,202112,10832,,,9912,,,77.69,80.44
150240,202112,22739,,,19511,,,62.41,64.57
150250,202112,2661,,,2507,,,59.15,59.87
150260,202112,1234,,,1119,,,43.78,44.44
150270,202112,6305,,,4717,,,64.02,68.35
150275,202112,5232,,,4861,,,71.49,73.1
150276,202112,1766,,,1541,,,69.03,70.33
150277,202112,2969,,,2389,,,53.34,54.2
150280,202112,5774,,,5634,,,77.19,78.13
150285,202112,2526,,,2315,,,72.83,76.5
150290,202112,7949,,,7515,,,68.73,71.81
150293,202112,5475,,,4607,,,53.95,58.55
150295,202112,3987,,,2727,,,49.03,47.22
150300,202112,1743,,,1653,,,67.79,70.97
150304,202112,3182,,,2773,,,67.61,71.37
150307,202112,4381,,,4098,,,68.89,70.71
150309,202112,4660,,,3935,,,65.8,69.29
150310,202112,6816,,,6536,,,86.42,87.41
150320,202112,5746,,,5400,,,59.24,61.25
150330,202112,9016,,,8453,,,60.85,61.86
150340,202112,1687,,,1507,,,63.39,64.48
150345,202112,6380,,,5904,,,68.4,70.89
150350,202112,7341,,,6780,,,74.76,75.71
150360,202112,12033,,,10102,,,47.09,49.72
150370,202112,6844,,,5847,,,56.31,59.17
150375,202112,2928,,,2805,,,73.1,77.06
150380,202112,7241,,,6321,,,61.31,65.38
150390,202112,2698,,,2375,,,33.9,33.5
150400,202112,4419,,,4285,,,63.18,63.95
150405,202112,7141,,,6530,,,73.13,76.94
150410,202112,1545,,,1389,,,72.94,76.99
150420,202112,20417,,,16025,,,46.8,47.93
150430,202112,5740,,,5426,,,64.98,67.73
150440,202112,3987,,,3689,,,64.1,65.65
150442,202112,20802,,,17982,,,68.08,70.93
150445,202112,4735,,,4304,,,66.4,69.0
150450,202112,3771,,,3622,,,67.54,70.15
150460,202112,5817,,,5472,,,64.51,66.68
150470,202112,11659,,,11108,,,51.83,55.18
150475,202112,3684,,,3222,,,65.76,67.83
150480,202112,9043,,,8336,,,61.44,63.3
150490,202112,7066,,,6560,,,78.62,80.24
150495,202112,4314,,,4152,,,73.14,74.2
150497,202112,1269,,,1061,,,42.68,44.76
150500,202112,2431,,,2239,,,68.96,72.1
150503,202112,2489,,,1724,,,46.6,46.67
150506,202112,7409,,,6532,,,62.34,65.82
150510,202112,8507,,,7683,,,75.68,78.97
150520,202112,6836,,,6737,,,83.16,85.4
150530,202112,9204,,,8156,,,69.36,71.37
150540,202112,3401,,,3051,,,62.34,65.37
150543,202112,3842,,,3367,,,50.98,54.56
150548,202112,6880,,,6308,,,63.3,64.71
150549,202112,1578,,,1404,,,74.78,78.47
150550,202112,14246,,,11985,,,63.47,64.92
150553,202112,25940,,,20098,,,68.59,68.98
150555,202112,1397,,,1139,,,65.55,68.61
150560,202112,1480,,,1360,,,72.15,75.13
150563,202112,1785,,,1524,,,63.61,66.46
150565,202112,3330,,,3131,,,69.27,73.23
150570,202112,4979,,,4737,,,70.97,72.55
150580,202112,6330,,,5405,,,56.3,56.58
150590,202112,5710,,,5215,,,66.15,70.72
150600,202112,6094,,,5751,,,57.22,58.29
150610,202112,2264,,,2092,,,70.33,73.12
150611,202112,2542,,,2354,,,71.34,74.49
150613,202112,9421,,,7552,,,61.98,65.55
150616,202112,2747,,,2070,,,68.43,71.3
150618,202112,4829,,,4210,,,63.88,68.61
150619,202112,4828,,,4171,,,66.16,69.59
150620,202112,3968,,,3527,,,55.46,57.37
150630,202112,5320,,,4971,,,75.78,77.73
150635,202112,4179,,,3532,,,75.58,76.78
150640,202112,1407,,,1337,,,60.28,62.97
150650,202112,6936,,,6068,,,55.7,56.57
150655,202112,1737,,,1591,,,29.61,30.03
150658,202112,3262,,,2458,,,65.93,66.72
150660,202112,4646,,,4254,,,74.81,77.71
150670,202112,6233,,,5188,,,62.49,65.92
150680,202112,44856,,,36010,,,59.26,61.48
150690,202112,1946,,,1799,,,65.54,70.71
150700,202112,4750,,,4432,,,70.86,74.01
150710,202112,2567,,,2409,,,65.46,68.05
150715,202112,3356,,,2936,,,60.56,64.68
150720,202112,4845,,,4638,,,65.5,67.6
150730,202112,8465,,,7321,,,60.59,61.74
150740,202112,3267,,,2973,,,75.22,78.46
150745,202112,3745,,,3236,,,67.7,72.52
150746,202112,1437,,,1356,,,76.8,80.28
150747,202112,3490,,,3178,,,64.31,66.49
150750,202112,2079,,,1690,,,51.69,51.47
150760,202112,6022,,,5415,,,48.53,48.48
150770,202112,4893,,,4608,,,68.86,69.84
150775,202112,774,,,618,,,66.04,68.28
150780,202112,2413,,,2214,,,51.57,53.51
150790,202112,4525,,,4098,,,69.86,74.13
150795,202112,10347,,,9138,,,66.21,67.91
150796,202112,2552,,,2337,,,61.08,64.54
150797,202112,3650,,,3282,,,81.67,85.55
150800,202112,6591,,,5819,,,46.54,45.96
150803,202112,5193,,,4899,,,64.38,65.54
150805,202112,2409,,,2062,,,63.98,64.82
150808,202112,4209,,,3269,,,61.73,65.45
150810,202112,13957,,,11050,,,61.73,65.04
150812,202112,3437,,,3131,,,56.52,58.39
150815,202112,6026,,,5261,,,57.76,60.5
150820,202112,9184,,,8605,,,68.37,75.0
150830,202112,7328,,,6871,,,56.87,57.72
150835,202112,2291,,,2035,,,73.5,75.51
150840,202112,5455,,,4643,,,63.08,66.78
160005,202112,759,,,698,,,57.63,60.27
160010,202112,856,,,823,,,34.24,35.32
160015,202112,2277,,,2119,,,68.81,71.41
160020,202112,1673,,,1484,,,70.79,72.53
160021,202112,1067,,,1001,,,80.58,82.52
160023,202112,984,,,906,,,68.66,71.33
160025,202112,1084,,,1048,,,56.96,58.61
160027,202112,5890,,,5541,,,63.28,66.75
160030,202112,47913,,,41193,,,57.54,60.97
160040,202112,2082,,,1945,,,33.46,34.36
160050,202112,2821,,,2339,,,52.34,55.36
160053,202112,2290,,,2009,,,53.13,52.34
160055,202112,835,,,824,,,78.84,80.39
160060,202112,17916,,,16372,,,62.66,69.45
160070,202112,1828,,,1628,,,61.13,62.18
160080,202112,1570,,,1375,,,44.32,44.25
170025,202112,520,,,375,,,73.96,75.6
170030,202112,763,,,681,,,57.89,65.98
170035,202112,924,,,769,,,58.59,66.29
170040,202112,1036,,,912,,,51.16,56.36
170070,202112,1332,,,1015,,,65.61,70.24
170100,202112,1529,,,1347,,,59.63,63.65
170105,202112,527,,,398,,,69.34,75.95
170110,202112,772,,,625,,,72.08,75.12
170130,202112,951,,,774,,,65.13,71.6
170190,202112,1173,,,988,,,71.87,80.19
170200,202112,1408,,,1040,,,62.96,70.08
170210,202112,17212,,,13514,,,60.92,63.22
170215,202112,1007,,,826,,,70.71,72.64
170220,202112,3714,,,3285,,,58.88,62.85
170230,202112,885,,,686,,,66.69,70.07
170240,202112,1769,,,1569,,,63.65,70.58
170255,202112,2502,,,2009,,,59.85,66.45
170270,202112,589,,,463,,,60.1,69.62
170290,202112,2344,,,2200,,,74.69,80.73
170300,202112,1397,,,1198,,,63.55,67.26
170305,202112,507,,,443,,,71.1,73.46
170307,202112,691,,,607,,,64.04,68.66
170310,202112,929,,,747,,,54.77,61.78
170320,202112,743,,,595,,,66.33,70.74
170330,202112,606,,,565,,,63.85,65.92
170360,202112,441,,,337,,,74.24,79.29
170370,202112,923,,,735,,,67.17,74.09
170380,202112,1243,,,1058,,,62.8,70.01
170382,202112,364,,,322,,,63.41,67.93
170384,202112,968,,,829,,,54.5,57.09
170386,202112,758,,,496,,,71.84,74.69
170388,202112,513,,,381,,,66.62,72.15
170389,202112,585,,,449,,,54.41,51.08
170390,202112,1267,,,1028,,,66.3,71.24
170410,202112,479,,,372,,,73.69,80.0
170460,202112,310,,,272,,,74.16,78.61
170510,202112,817,,,617,,,83.02,86.41
170550,202112,4453,,,3597,,,62.76,68.76
170555,202112,1245,,,1013,,,83.72,86.21
170560,202112,699,,,612,,,63.6,72.68
170600,202112,967,,,812,,,67.76,71.92
170610,202112,961,,,790,,,55.51,61.62
170625,202112,334,,,248,,,71.21,78.48
170650,202112,824,,,726,,,60.63,66.66
170700,202112,2171,,,1708,,,58.62,60.95
170710,202112,895,,,731,,,55.07,58.01
170720,202112,1414,,,1133,,,75.81,79.34
170730,202112,808,,,640,,,69.65,73.9
170740,202112,1543,,,1400,,,69.85,73.8
170755,202112,545,,,435,,,58.41,66.21
170765,202112,622,,,514,,,51.53,60.11
170770,202112,1425,,,1203,,,71.53,74.76
170820,202112,2399,,,1949,,,63.06,66.26
170825,202112,711,,,636,,,65.89,71.86
170830,202112,987,,,863,,,68.06,74.01
170900,202112,1571,,,1420,,,53.38,57.14
170930,202112,2192,,,1748,,,54.35,57.14
170950,202112,5975,,,4440,,,49.48,52.78
170980,202112,371,,,287,,,72.03,73.58
171050,202112,1303,,,1192,,,74.58,78.47
171070,202112,963,,,893,,,67.01,72.71
171090,202112,839,,,684,,,74.71,77.81
171110,202112,423,,,301,,,69.11,71.83
171150,202112,828,,,551,,,70.89,75.27
171180,202112,512,,,392,,,61.39,70.63
171190,202112,1134,,,983,,,54.44,54.91
171195,202112,594,,,475,,,69.88,71.0
171200,202112,448,,,349,,,70.55,74.09
171215,202112,297,,,243,,,71.73,72.75
171240,202112,625,,,507,,,74.49,75.89
171245,202112,591,,,479,,,71.54,73.91
171250,202112,543,,,421,,,50.93,54.81
171270,202112,360,,,296,,,69.09,72.72
171280,202112,708,,,618,,,75.64,82.51
171320,202112,2813,,,2310,,,65.47,68.87
171330,202112,1711,,,1422,,,57.57,62.17
171360,202112,1143,,,966,,,72.57,77.96
171370,202112,441,,,384,,,57.64,64.97
171380,202112,1142,,,1027,,,71.55,76.58
171395,202112,746,,,565,,,67.45,74.24
171420,202112,1444,,,1148,,,68.08,72.84
171430,202112,776,,,687,,,67.89,71.41
171488,202112,1809,,,1541,,,70.41,75.13
171500,202112,775,,,579,,,76.96,77.71
171510,202112,545,,,502,,,63.22,67.29
171515,202112,354,,,303,,,67.94,76.7
171525,202112,548,,,422,,,71.82,73.39
171550,202112,251,,,207,,,68.76,73.14
171570,202112,821,,,746,,,68.53,74.0
171575,202112,798,,,576,,,43.65,48.6
171610,202112,3180,,,2438,,,51.15,53.24
171620,202112,1654,,,1510,,,58.52,63.04
171630,202112,746,,,620,,,66.9,71.92
171650,202112,1270,,,1027,,,55.99,58.68
171660,202112,1710,,,1266,,,68.12,72.46
171665,202112,792,,,675,,,60.64,65.53
171670,202112,1148,,,934,,,56.16,61.04
171700,202112,684,,,565,,,53.98,61.08
171720,202112,487,,,417,,,58.81,64.55
171750,202112,795,,,564,,,56.94,60.12
171780,202112,788,,,669,,,58.8,66.83
171790,202112,1065,,,911,,,71.33,75.66
171800,202112,511,,,442,,,65.09,73.91
171820,202112,7151,,,5582,,,57.67,60.91
171830,202112,1108,,,1037,,,66.66,73.18
171840,202112,511,,,419,,,64.35,68.46
171845,202112,435,,,365,,,63.22,69.52
171850,202112,758,,,665,,,75.87,79.35
171855,202112,742,,,677,,,66.48,71.33
171865,202112,352,,,311,,,73.18,75.66
171870,202112,545,,,412,,,61.51,66.77
171875,202112,1055,,,915,,,75.51,81.04
171880,202112,1034,,,927,,,76.99,79.29
171884,202112,752,,,608,,,74.6,80.63
171886,202112,848,,,658,,,53.73,58.38
171888,202112,570,,,409,,,79.49,81.8
171889,202112,246,,,164,,,56.68,52.73
171890,202112,512,,,404,,,40.57,44.05
171900,202112,336,,,298,,,57.33,66.51
172000,202112,429,,,367,,,69.41,71.96
172010,202112,636,,,581,,,55.44,58.74
172015,202112,305,,,234,,,76.44,79.59
172020,202112,2041,,,1844,,,68.07,70.27
172025,202112,523,,,395,,,69.27,71.68
172030,202112,1043,,,893,,,79.61,82.0
172049,202112,1058,,,741,,,75.89,80.45
172065,202112,746,,,649,,,49.14,53.94
172080,202112,984,,,881,,,39.47,43.29
172085,202112,338,,,232,,,68.42,72.95
172090,202112,2850,,,2454,,,65.42,71.92
172093,202112,314,,,247,,,64.34,71.38
172097,202112,475,,,345,,,62.33,65.83
172100,202112,31741,,,24826,,,59.33,64.19
172110,202112,1021,,,922,,,59.32,62.5
172120,202112,3329,,,2771,,,61.45,65.07
172125,202112,282,,,220,,,66.5,69.18
172130,202112,362,,,278,,,54.02,54.4
172208,202112,1918,,,1659,,,69.06,74.32
172210,202112,1678,,,1446,,,59.25,66.45
210005,202112,11843,,,9212,,,58.64,60.83
210010,202112,1493,,,1424,,,74.24,78.41
210015,202112,2448,,,2198,,,69.8,72.3
210020,202112,5184,,,4716,,,68.59,73.36
210030,202112,3274,,,3101,,,67.33,69.63
210040,202112,1566,,,1398,,,74.39,76.26
210043,202112,4292,,,3847,,,68.65,73.08
210047,202112,4415,,,3929,,,63.42,69.44
210050,202112,1366,,,1174,,,59.26,64.47
210055,202112,1745,,,1640,,,84.5,87.51
210060,202112,5775,,,5438,,,73.52,77.96
210070,202112,5679,,,5393,,,76.77,78.61
210080,202112,3339,,,3225,,,75.0,76.58
210083,202112,3595,,,3264,,,61.24,67.14
210087,202112,2120,,,1961,,,69.19,75.3
210090,202112,6773,,,6524,,,70.25,72.58
210095,202112,4823,,,4493,,,69.91,71.54
210100,202112,4897,,,4418,,,69.31,71.56
210110,202112,1983,,,1916,,,66.65,70.13
210120,202112,15866,,,13612,,,63.0,65.16
210125,202112,3268,,,3034,,,71.16,76.15
210130,202112,2323,,,2066,,,51.78,56.11
210135,202112,1548,,,1318,,,90.0,92.94
210140,202112,13358,,,11103,,,63.26,67.99
210150,202112,3720,,,3438,,,76.95,80.59
210160,202112,12108,,,10485,,,64.93,66.49
210170,202112,12042,,,11493,,,72.58,74.7
210173,202112,1718,,,1633,,,73.63,75.18
210177,202112,2263,,,2066,,,63.49,67.03
210180,202112,914,,,834,,,62.13,65.2
210190,202112,4419,,,3976,,,77.64,82.98
210193,202112,930,,,844,,,65.81,68.17
210197,202112,1268,,,1198,,,57.92,59.84
210200,202112,5469,,,5088,,,66.6,70.09
210203,202112,4879,,,4288,,,64.64,67.43
210207,202112,2779,,,2379,,,68.95,76.39
210210,202112,4733,,,4436,,,58.46,60.32
210215,202112,1915,,,1743,,,74.54,79.08
210220,202112,5184,,,5009,,,78.79,80.92
210230,202112,4530,,,4278,,,80.47,83.99
210232,202112,6962,,,5984,,,57.96,60.96
210235,202112,2317,,,2150,,,66.2,69.82
210237,202112,2838,,,2476,,,86.81,89.9
210240,202112,2154,,,2050,,,79.27,82.49
210250,202112,4495,,,4249,,,73.68,76.98
210255,202112,2167,,,1953,,,78.54,83.0
210260,202112,3872,,,3612,,,67.92,72.29
210270,202112,4207,,,3945,,,78.88,83.15
210275,202112,2123,,,1920,,,59.31,62.23
210280,202112,4273,,,3657,,,70.74,75.38
210290,202112,5524,,,5136,,,68.45,71.04
210300,202112,16332,,,13919,,,48.08,50.59
210310,202112,2048,,,1874,,,63.44,66.1
210312,202112,2338,,,2250,,,80.06,86.2
210315,202112,2165,,,1975,,,67.8,71.84
210317,202112,3063,,,2925,,,69.44,73.38
210320,202112,15239,,,14595,,,71.26,74.39
210325,202112,2058,,,1780,,,54.93,56.09
210330,202112,13891,,,11975,,,53.53,57.58
210340,202112,7373,,,6918,,,68.11,71.79
210350,202112,5316,,,4901,,,57.1,60.06
210355,202112,2195,,,2009,,,50.86,52.77
210360,202112,10757,,,9923,,,75.03,78.65
210370,202112,7954,,,6974,,,68.61,78.94
210375,202112,2089,,,1709,,,60.3,65.55
210380,202112,3446,,,3136,,,60.72,64.51
210390,202112,2343,,,2251,,,79.39,82.48
210400,202112,3222,,,2982,,,69.46,73.39
210405,202112,4189,,,3643,,,56.11,60.21
210407,202112,1425,,,1271,,,66.74,70.72
210408,202112,1830,,,1732,,,66.28,67.6
210409,202112,3307,,,3098,,,81.53,84.34
210410,202112,2365,,,2155,,,64.09,69.09
210420,202112,2639,,,2459,,,66.1,69.09
210430,202112,1368,,,1272,,,58.68,61.77
210440,202112,2680,,,2445,,,58.47,61.5
210450,202112,1580,,,1457,,,65.34,70.14
210455,202112,2749,,,2293,,,58.3,64.08
210460,202112,2605,,,2359,,,67.17,72.07
210462,202112,1394,,,1251,,,77.83,83.23
210465,202112,2372,,,2165,,,84.05,88.43
210467,202112,4385,,,3999,,,69.55,73.0
210470,202112,1070,,,996,,,52.39,65.44
210480,202112,12496,,,11126,,,70.44,75.58
210490,202112,2765,,,2365,,,74.14,78.96
210500,202112,5260,,,5053,,,80.1,83.76
210510,202112,4866,,,4615,,,80.42,87.62
210515,202112,2970,,,2668,,,76.01,80.4
210520,202112,1552,,,1435,,,58.74,61.01
210530,202112,31209,,,25244,,,56.61,59.33
210535,202112,2858,,,2635,,,77.7,79.2
210540,202112,10082,,,8853,,,63.85,67.76
210542,202112,4463,,,3607,,,63.65,65.52
210545,202112,1825,,,1727,,,77.99,79.62
210547,202112,2274,,,2163,,,59.84,64.18
210550,202112,3215,,,2692,,,51.92,55.99
210560,202112,2682,,,2448,,,67.84,70.34
210565,202112,1148,,,1033,,,74.06,80.13
210570,202112,6793,,,6298,,,61.43,64.23
210580,202112,2782,,,2266,,,86.42,89.28
210590,202112,2856,,,2674,,,64.57,69.59
210592,202112,1806,,,1736,,,65.76,69.1
210594,202112,1610,,,1370,,,60.93,67.05
210596,202112,2377,,,2191,,,81.4,84.33
210598,202112,1446,,,1389,,,74.65,77.98
210600,202112,2326,,,2020,,,73.74,78.53
210610,202112,2077,,,1835,,,70.38,73.1
210620,202112,2134,,,1874,,,71.53,76.64
210630,202112,2311,,,2171,,,70.78,73.96
210632,202112,3219,,,2944,,,65.06,67.53
210635,202112,1184,,,1138,,,65.48,67.09
210637,202112,1769,,,1521,,,66.18,66.85
210640,202112,3037,,,2884,,,63.06,64.08
210650,202112,5316,,,5066,,,70.24,74.12
210660,202112,6208,,,5881,,,73.38,78.23
210663,202112,2650,,,2402,,,91.6,91.5
210667,202112,1618,,,1480,,,78.58,80.21
210670,202112,4406,,,4122,,,84.89,88.05
210675,202112,4371,,,3973,,,81.06,86.29
210680,202112,3428,,,3126,,,69.28,75.03
210690,202112,4085,,,3544,,,51.82,54.5
210700,202112,2054,,,1698,,,71.31,74.83
210710,202112,4053,,,3802,,,76.24,81.04
210720,202112,2670,,,2406,,,82.81,85.37
