codigo_ibge,anomes_s,cadun_qtd_familias_atualizadas_i,cadun_qtd_familias_atualizadas_pobreza_pbf_i,cadun_qtd_familias_atualizadas_baixa_renda_i,cadun_qtd_familias_atualizadas_rfpc_ate_meio_sm_i,cadun_qtd_familias_atualizadas_rfpc_acima_meio_sm_i,cadun_qtd_familias_atualizadas_renda_zero_i,cadun_taxa_atualizacao_cadastral_d,cadun_taxa_atualizacao_cadastral_rfpc_ate_meio_sm_d
110070,202312,1290,466,438,904,386,61,69.46,76.8
110080,202312,6220,3273,1228,4501,1719,54,75.57,83.25
110090,202312,508,217,140,357,151,20,65.97,79.86
110092,202312,1265,701,212,913,352,156,68.75,82.17
110094,202312,3028,1009,964,1973,1055,15,79.28,81.46
110100,202312,1655,828,429,1257,398,3,75.57,82.15
110110,202312,1903,522,700,1222,681,26,81.08,87.47
110120,202312,1294,490,343,833,461,10,74.79,82.31
110130,202312,2077,640,645,1285,792,7,62.5,75.63
110140,202312,2551,1265,576,1841,710,33,78.75,86.18
110143,202312,1576,659,376,1035,541,53,87.7,90.86
110145,202312,792,335,163,498,294,2,67.86,82.58
110146,202312,601,204,133,337,264,4,85.24,89.38
110147,202312,696,278,135,413,283,71,69.39,79.72
110148,202312,858,153,239,392,466,3,68.91,79.35
110149,202312,2822,1155,814,1969,853,90,64.34,75.41
110150,202312,1892,653,631,1284,608,6,65.92,81.88
110155,202312,805,305,199,504,301,7,73.65,77.18
110160,202312,1389,474,421,895,494,10,71.89,78.57
110170,202312,1669,839,293,1132,537,105,65.29,77.0
110175,202312,2012,838,450,1288,724,65,71.6,78.92
110180,202312,1252,456,353,809,443,9,75.92,82.29
120001,202312,3651,2169,589,2758,893,226,79.42,83.55
120005,202312,2281,1617,382,1999,282,656,86.46,88.96
120010,202312,6621,4936,798,5734,887,2291,82.12,87.44
120013,202312,2746,1709,605,2314,432,17,82.88,87.51
120017,202312,3206,1984,556,2540,666,396,81.95,87.7
120020,202312,16193,12438,2480,14918,1275,6159,79.88,85.38
120025,202312,3812,2496,683,3179,633,503,77.97,85.18
120030,202312,6082,4416,1142,5558,524,180,77.46,81.2
120032,202312,1889,1544,228,1772,117,1052,85.01,87.37
120033,202312,4784,3989,462,4451,333,3418,83.91,87.22
120034,202312,3319,2437,422,2859,460,402,88.67,93.4
120035,202312,4411,3693,379,4072,339,94,83.73,86.84
120038,202312,3668,2278,753,3031,637,428,85.7,90.18
120039,202312,2337,1802,326,2128,209,75,89.06,91.4
120040,202312,67167,41430,13165,54595,12572,9397,81.52,86.64
120042,202312,3773,2937,469,3406,367,47,89.4,93.36
120043,202312,1568,1058,236,1294,274,950,84.66,85.63
120045,202312,5696,3679,1011,4690,1006,1205,79.26,86.94
120050,202312,10496,8309,1339,9648,848,1955,83.62,88.37
120060,202312,10793,8550,1344,9894,899,3760,85.74,90.38
120070,202312,4066,2531,803,3334,732,249,86.34,90.15
120080,202312,6212,4647,761,5408,804,533,86.75,90.07
130002,202312,4083,3332,293,3625,458,11,89.85,93.09
130006,202312,3011,2080,425,2505,506,9,90.17,95.39
130008,202312,2815,2176,273,2449,366,220,83.5,87.68
130010,202312,4685,3847,311,4158,527,40,84.59,90.94
130014,202312,4157,2079,809,2888,1269,295,82.95,86.05
130020,202312,3112,2090,571,2661,451,1652,89.42,94.12
130030,202312,17550,15182,698,15880,1670,4832,88.02,90.78
130040,202312,3818,2714,489,3203,615,31,74.49,80.09
130050,202312,7027,5199,1083,6282,745,32,79.76,88.25
130060,202312,7875,6123,882,7005,870,33,85.28,91.4
130063,202312,7229,6048,463,6511,718,253,85.85,90.53
130068,202312,4434,3392,390,3782,652,19,90.65,95.4
130070,202312,7517,5328,1055,6383,1134,39,83.6,90.99
130080,202312,8079,6380,722,7102,977,77,83.28,88.7
130083,202312,3419,2611,325,2936,483,15,89.97,93.86
130090,202312,4261,3331,439,3770,491,2768,83.4,87.83
130100,202312,7239,5523,813,6336,903,2025,79.51,86.14
130110,202312,8868,5520,1605,7125,1743,620,80.28,87.16
130115,202312,4967,3914,485,4399,568,164,77.36,85.6
130120,202312,18437,14319,1897,16216,2221,136,86.77,91.82
130130,202312,6186,3938,930,4868,1318,16,86.08,90.11
130140,202312,7863,6257,736,6993,870,1461,85.69,90.88
130150,202312,4648,3595,660,4255,393,2696,90.99,93.92
130160,202312,6341,5463,520,5983,358,16,91.26,93.26
130165,202312,3736,3128,366,3494,242,2840,85.94,89.45
130170,202312,16077,12395,1208,13603,2474,156,85.71,92.25
130180,202312,5000,4548,250,4798,202,1493,90.02,93.34
130185,202312,21086,15984,1678,17662,3424,135,80.93,87.57
130190,202312,23225,16362,2989,19351,3874,125,83.51,89.21
130195,202312,2834,2097,349,2446,388,608,90.89,94.44
130200,202312,3129,2120,457,2577,552,10,83.37,89.82
130210,202312,1899,1319,337,1656,243,227,90.99,94.09
130220,202312,3162,2413,223,2636,526,145,91.25,95.81
130230,202312,5682,4797,378,5175,507,150,85.64,90.5
130240,202312,15602,12430,918,13348,2254,7645,84.26,89.75
130250,202312,25824,19283,3064,22347,3477,143,78.45,84.54
130255,202312,5283,3809,635,4444,839,35,84.32,89.88
130260,202312,447327,301565,63918,365483,81844,3950,85.99,91.62
130270,202312,10256,7203,1370,8573,1683,21,79.14,84.54
130280,202312,4187,3499,325,3824,363,975,88.8,91.9
130290,202312,19104,15970,1150,17120,1984,1084,86.34,91.83
130300,202312,5702,4325,697,5022,680,16,89.28,95.0
130310,202312,9241,7089,991,8080,1161,659,87.38,92.2
130320,202312,3383,2140,671,2811,572,57,77.27,83.68
130330,202312,4706,3453,554,4007,699,342,81.6,90.34
130340,202312,25834,19855,2676,22531,3303,117,80.47,86.86
130350,202312,4136,3366,407,3773,363,895,88.37,92.7
130353,202312,7677,4762,1318,6080,1597,760,83.28,88.81
130356,202312,5405,3556,1048,4604,801,184,76.41,84.18
130360,202312,2594,1746,263,2009,585,84,72.01,73.91
130370,202312,5541,3445,1324,4769,772,15,85.14,90.82
130380,202312,9279,7369,1306,8675,604,254,87.62,91.64
130390,202312,8390,6256,886,7142,1248,88,87.92,90.55
130395,202312,2892,2052,297,2349,543,555,89.73,93.32
130400,202312,3238,2446,271,2717,521,20,86.67,91.75
130406,202312,13267,9657,1879,11536,1731,28,87.54,93.12
130410,202312,4718,3550,617,4167,551,53,81.3,87.91
130420,202312,16573,12283,2317,14600,1973,305,81.74,88.01
130423,202312,4818,3751,471,4222,596,17,89.12,93.3
130426,202312,3555,2905,311,3216,339,52,89.36,92.46
130430,202312,5462,4084,534,4618,844,343,86.83,91.06
130440,202312,6333,5292,315,5607,726,515,86.02,92.96
140002,202312,2605,1888,334,2222,383,600,82.2,87.65
140005,202312,3553,2478,530,3008,545,13,81.32,86.78
140010,202312,56253,27989,17070,45059,11194,3372,72.08,78.46
140015,202312,7080,5306,385,5691,1389,2700,88.02,90.88
140017,202312,5778,4009,739,4748,1030,1262,76.51,80.76
140020,202312,6109,3998,1096,5094,1015,919,84.26,89.35
140023,202312,3125,2096,390,2486,639,343,84.82,90.59
140028,202312,2124,1504,263,1767,357,127,83.13,89.6
140030,202312,6729,5204,563,5767,962,1455,84.25,89.98
140040,202312,3427,2787,353,3140,287,2230,91.31,93.42
140045,202312,6178,4617,784,5401,777,627,90.97,94.73
140047,202312,6094,3970,1175,5145,949,663,75.91,82.65
140050,202312,2108,1302,380,1682,426,63,85.97,90.13
140060,202312,2481,1908,240,2148,333,913,82.53,87.63
140070,202312,1802,1463,265,1728,74,1248,70.3,71.85
150010,202312,55358,42570,4725,47295,8063,7457,83.59,88.68
150013,202312,2318,1673,196,1869,449,1153,83.89,88.45
150020,202312,17221,13665,1853,15518,1703,1857,87.13,91.62
150030,202312,10325,8100,1271,9371,954,54,85.58,90.06
150034,202312,3943,2532,467,2999,944,802,73.12,79.61
150040,202312,14936,12232,1012,13244,1692,217,72.94,80.15
150050,202312,8717,7080,693,7773,944,3016,86.96,90.72
150060,202312,24705,14658,4792,19450,5255,4638,78.11,84.91
150070,202312,9204,7319,713,8032,1172,3021,83.78,88.03
150080,202312,85394,44236,21583,65819,19575,1399,71.92,78.83
150085,202312,10564,8366,682,9048,1516,3688,84.16,87.81
150090,202312,14115,11646,1187,12833,1282,3802,86.73,89.81
150095,202312,8125,6181,747,6928,1197,619,86.02,91.65
150100,202312,3575,2730,319,3049,526,93,89.15,92.84
150110,202312,5480,4796,378,5174,306,1256,89.65,93.68
150120,202312,8544,6979,743,7722,822,151,82.71,87.09
150125,202312,962,536,184,720,242,308,80.09,89.55
150130,202312,27088,17623,4503,22126,4962,793,82.22,88.11
150140,202312,313272,217523,38412,255935,57337,19916,78.87,85.99
150145,202312,4345,2034,1273,3307,1038,4,79.57,83.82
150150,202312,18652,11504,3196,14700,3952,3883,78.53,83.99
150157,202312,3581,2095,713,2808,773,317,79.05,86.53
150160,202312,4611,3552,493,4045,566,80,87.01,91.61
150170,202312,31344,22633,4942,27575,3769,1896,84.53,89.38
150172,202312,6191,4072,784,4856,1335,536,83.29,88.0
150175,202312,2237,1612,253,1865,372,166,83.84,90.62
150178,202312,14578,9283,1409,10692,3886,56,88.87,91.59
150180,202312,31097,24308,3469,27777,3320,841,84.06,87.56
150190,202312,8856,6716,980,7696,1160,2839,89.06,92.61
150195,202312,5559,4774,313,5087,472,191,83.05,87.34
150200,202312,6244,5116,499,5615,629,496,83.45,88.23
150210,202312,37370,32090,2654,34744,2626,1548,87.14,90.83
150215,202312,12573,7438,2373,9811,2762,2102,80.4,85.58
150220,202312,15419,10584,2313,12897,2522,228,82.93,89.17
150230,202312,16391,12427,1952,14379,2012,50,87.07,92.07
150240,202312,36185,19726,9209,28935,7250,2168,76.65,82.48
150250,202312,4943,4407,256,4663,280,1139,88.04,92.04
150260,202312,3616,2593,436,3029,587,932,90.51,94.62
150270,202312,7868,3043,2349,5392,2476,186,68.72,78.33
150275,202312,8880,7151,814,7965,915,3490,87.41,91.68
150276,202312,2365,1655,353,2008,357,575,76.48,82.49
150277,202312,5716,3332,879,4211,1505,218,79.72,87.61
150280,202312,8641,7263,905,8168,473,2111,89.3,91.94
150285,202312,4091,2918,597,3515,576,39,90.38,95.05
150290,202312,11679,9382,984,10366,1313,2165,81.3,86.77
150293,202312,8960,5605,1407,7012,1948,100,73.75,81.94
150295,202312,7027,3260,1345,4605,2422,90,73.48,80.39
150300,202312,3830,3252,183,3435,395,2814,90.5,95.09
150304,202312,4201,2826,679,3505,696,147,74.96,81.77
150307,202312,6054,4556,813,5369,685,14,82.41,87.06
150309,202312,6299,3770,1237,5007,1292,386,77.9,86.26
150310,202312,7885,6421,873,7294,591,1859,84.42,86.59
150320,202312,10283,7476,1550,9026,1257,1305,83.31,89.81
150330,202312,17256,12857,2583,15440,1816,441,85.93,89.25
150340,202312,2687,1817,432,2249,438,165,86.95,91.64
150345,202312,9733,7667,874,8541,1192,2362,82.31,87.35
150350,202312,11001,8659,917,9576,1425,418,85.03,90.33
150360,202312,25627,16632,3298,19930,5697,1830,77.41,83.91
150370,202312,11014,7698,1441,9139,1875,582,75.21,83.21
150375,202312,4452,3361,579,3940,512,69,86.83,89.38
150380,202312,9989,6595,1231,7826,2163,2507,77.91,84.1
150390,202312,8906,6246,1584,7830,1076,16,85.82,91.93
150400,202312,7251,5850,878,6728,523,79,87.47,89.63
150405,202312,9840,7081,1180,8261,1579,25,86.36,93.03
150410,202312,1943,1275,361,1636,307,18,79.56,85.07
150420,202312,47597,26782,9526,36308,11289,2382,75.84,82.72
150430,202312,8707,6558,1052,7610,1097,52,83.01,88.79
150440,202312,7561,6036,626,6662,899,178,85.19,90.25
150442,202312,32228,21556,4238,25794,6434,9224,80.54,87.65
150445,202312,8542,6871,632,7503,1039,2775,83.19,88.2
150450,202312,7274,6455,353,6808,466,2136,87.56,90.04
150460,202312,9997,8185,863,9048,949,1808,85.68,89.65
150470,202312,19654,14925,2262,17187,2467,615,76.92,83.23
150475,202312,5749,3698,1020,4718,1031,257,79.23,85.11
150480,202312,15468,11909,2091,14000,1468,62,83.09,88.8
150490,202312,8850,6635,1220,7855,995,37,85.93,89.08
150495,202312,5859,4810,518,5328,531,1345,85.72,89.6
150497,202312,2570,1430,488,1918,652,284,73.89,80.48
150500,202312,3150,2215,444,2659,491,346,80.99,88.72
150503,202312,6315,3005,1310,4315,2000,118,79.76,85.25
150506,202312,14639,10632,1853,12485,2154,289,81.68,87.14
150510,202312,15054,10869,1690,12559,2495,2434,89.5,93.75
150520,202312,10244,9227,524,9751,493,1292,92.72,96.11
150530,202312,14604,10449,1929,12378,2226,16,86.44,90.17
150540,202312,5498,4199,561,4760,738,1332,83.03,89.1
150543,202312,7162,4475,1243,5718,1444,990,78.19,85.72
150548,202312,11384,8928,1056,9984,1400,3882,84.02,88.34
150549,202312,2015,1369,290,1659,356,280,84.59,90.01
150550,202312,18660,9380,4874,14254,4406,511,71.02,77.85
150553,202312,41531,20610,8867,29477,12054,500,75.68,83.19
150555,202312,2194,1343,325,1668,526,197,80.84,88.58
150560,202312,2270,1454,426,1880,390,298,86.05,92.24
150563,202312,2957,1755,571,2326,631,73,82.94,89.01
150565,202312,4912,3458,696,4154,758,101,83.82,89.19
150570,202312,9140,7382,712,8094,1046,2094,91.16,93.9
150580,202312,13389,10059,1683,11742,1647,200,86.89,92.27
150590,202312,9348,7066,1070,8136,1212,2327,85.87,93.16
150600,202312,11805,9895,929,10824,981,4116,87.26,91.85
150610,202312,3568,2783,351,3134,434,1089,85.7,91.85
150611,202312,3478,2537,388,2925,553,953,84.33,89.44
150613,202312,13972,6786,3555,10341,3631,1149,73.61,82.22
150616,202312,3748,1891,691,2582,1166,18,75.87,83.02
150618,202312,7587,4836,1284,6120,1467,1734,78.58,85.78
150619,202312,6651,4319,1089,5408,1243,68,80.35,86.65
150620,202312,8734,5317,1848,7165,1569,31,87.64,90.3
150630,202312,7997,6745,505,7250,747,882,85.52,89.98
150635,202312,5688,3478,1019,4497,1191,1241,81.74,87.16
150640,202312,2150,1766,198,1964,186,1059,83.04,88.34
150650,202312,12349,7270,3058,10328,2021,404,77.94,83.43
150655,202312,6044,4718,652,5370,674,378,84.57,90.51
150658,202312,4156,2035,843,2878,1278,76,74.34,80.72
150660,202312,6315,4084,1167,5251,1064,232,86.07,90.87
150670,202312,10056,6207,1392,7599,2457,203,77.37,83.42
150680,202312,86126,49829,16354,66183,19943,2072,83.58,90.12
150690,202312,2541,1896,272,2168,373,444,76.69,85.01
150700,202312,8060,5616,1198,6814,1246,124,87.51,92.15
150710,202312,4062,2668,786,3454,608,73,83.16,88.22
150715,202312,5736,4005,637,4642,1094,1555,83.76,91.63
150720,202312,9508,7451,924,8375,1133,1559,88.23,91.97
150730,202312,13457,9036,2054,11090,2367,2142,74.94,80.56
150740,202312,4428,3041,610,3651,777,21,84.77,89.5
150745,202312,6032,3847,945,4792,1240,391,83.25,90.8
150746,202312,1822,1283,241,1524,298,82,81.81,85.95
150747,202312,6038,4500,654,5154,884,570,83.3,88.25
150750,202312,3957,2540,588,3128,829,736,79.74,85.6
150760,202312,12438,8618,2262,10880,1558,953,82.72,88.05
150770,202312,7740,6619,545,7164,576,48,85.15,89.19
150775,202312,1174,750,172,922,252,158,74.68,81.52
150780,202312,5741,4583,447,5030,711,1963,87.59,91.78
150790,202312,6587,4499,1125,5624,963,667,81.57,88.46
150795,202312,18886,12673,3322,15995,2891,2407,84.96,89.4
150796,202312,4193,3110,381,3491,702,153,81.52,87.97
150797,202312,5382,3785,553,4338,1044,18,91.4,95.04
150800,202312,16191,10837,2986,13823,2368,1045,84.48,90.16
150803,202312,9810,7909,753,8662,1148,2282,85.94,90.4
150805,202312,3768,2397,640,3037,731,19,80.03,85.33
150808,202312,6894,2354,2503,4857,2037,167,80.98,87.45
150810,202312,21875,12681,4133,16814,5061,987,78.55,87.58
150812,202312,7095,5006,984,5990,1105,3324,82.12,87.58
150815,202312,9235,6665,1193,7858,1377,798,76.83,83.48
150820,202312,15357,11638,1572,13210,2147,211,79.77,86.0
150830,202312,13463,11549,892,12441,1022,226,79.7,83.74
150835,202312,4253,2830,711,3541,712,812,89.61,92.38
150840,202312,8258,4943,1614,6557,1701,1746,73.06,81.79
160005,202312,1612,1226,133,1359,253,1045,86.71,91.7
160010,202312,2315,1957,140,2097,218,563,81.85,87.37
160015,202312,4679,3831,222,4053,626,1559,90.32,93.86
160020,202312,2917,2086,390,2476,441,110,88.74,92.11
160021,202312,1442,901,307,1208,234,745,86.19,89.68
160023,202312,1598,1044,302,1346,252,98,88.63,91.44
160025,202312,2090,1784,95,1879,211,81,84.3,85.25
160027,202312,13217,10187,1245,11432,1785,2405,89.46,94.19
160030,202312,94894,61459,16596,78055,16839,5214,78.79,85.77
160040,202312,6992,5261,712,5973,1019,25,87.35,88.91
160050,202312,7837,5883,837,6720,1117,66,85.37,90.82
160053,202312,5488,3943,626,4569,919,1751,91.91,94.79
160055,202312,2078,1769,99,1868,210,1400,93.64,95.54
160060,202312,33182,23944,3755,27699,5483,2958,82.78,89.95
160070,202312,3820,2839,427,3266,554,699,88.85,92.83
160080,202312,3476,2824,263,3087,389,2686,84.16,90.55
170025,202312,742,172,197,369,373,9,95.49,95.84
170030,202312,1195,444,343,787,408,17,85.29,89.33
170035,202312,1274,623,284,907,367,243,73.17,84.13
170040,202312,1796,927,387,1314,482,21,81.08,88.72
170070,202312,1846,889,376,1265,581,81,76.34,86.11
170100,202312,2596,1535,431,1966,630,37,83.71,89.81
170105,202312,711,197,207,404,307,19,93.18,92.87
170110,202312,1168,483,287,770,398,175,85.06,88.2
170130,202312,1448,751,262,1013,435,340,80.57,87.02
170190,202312,1435,815,269,1084,351,330,75.88,84.62
170200,202312,1673,595,445,1040,633,3,70.11,82.01
170210,202312,25930,8697,9367,18064,7866,901,74.79,83.52
170215,202312,1242,612,257,869,373,152,81.71,88.13
170220,202312,5849,3271,1432,4703,1146,12,82.9,90.54
170230,202312,1223,614,283,897,326,253,78.39,86.83
170240,202312,3053,1820,499,2319,734,307,82.42,90.05
170255,202312,3363,1730,747,2477,886,76,73.92,83.88
170270,202312,774,388,161,549,225,40,76.4,88.69
170290,202312,3263,2288,420,2708,555,506,85.24,90.26
170300,202312,1932,1177,316,1493,439,188,74.45,83.12
170305,202312,645,298,153,451,194,17,78.27,84.93
170307,202312,1075,668,207,875,200,121,78.01,86.89
170310,202312,1499,684,332,1016,483,5,75.47,84.1
170320,202312,906,453,184,637,269,101,71.96,81.45
170330,202312,1164,780,185,965,199,606,90.23,94.79
170360,202312,634,284,145,429,205,104,87.56,92.25
170370,202312,1267,593,252,845,422,300,76.97,86.93
170380,202312,1771,908,390,1298,473,1,77.37,85.05
170382,202312,479,249,120,369,110,179,83.74,88.7
170384,202312,1530,874,341,1215,315,8,71.49,78.74
170386,202312,912,249,230,479,433,60,78.01,86.15
170388,202312,598,338,103,441,157,85,70.51,82.42
170389,202312,848,435,194,629,219,0,85.05,91.29
170390,202312,1758,964,223,1187,571,697,83.95,87.92
170410,202312,574,310,104,414,160,207,79.5,92.2
170460,202312,414,183,86,269,145,70,80.23,82.76
170510,202312,869,404,168,572,297,204,80.76,89.09
170550,202312,6500,3193,1567,4760,1740,29,76.16,85.56
170555,202312,1284,584,330,914,370,2,78.29,84.62
170560,202312,859,433,229,662,197,23,73.86,86.08
170600,202312,1262,660,247,907,355,40,74.49,82.3
170610,202312,1630,839,264,1103,527,239,81.33,89.02
170625,202312,392,154,96,250,142,40,73.96,85.61
170650,202312,1514,923,266,1189,325,389,80.78,88.13
170700,202312,3068,1406,810,2216,852,240,70.07,78.94
170710,202312,1621,905,246,1151,470,361,75.78,83.04
170720,202312,1886,1011,288,1299,587,26,85.68,91.41
170730,202312,1004,535,176,711,293,3,74.09,83.94
170740,202312,2139,1383,322,1705,434,32,84.61,91.96
170755,202312,842,361,185,546,296,127,84.03,89.95
170765,202312,1000,465,209,674,326,113,73.58,82.69
170770,202312,1848,1231,264,1495,353,25,80.98,90.27
170820,202312,3984,1843,910,2753,1231,379,83.19,90.02
170825,202312,1170,678,159,837,333,45,84.72,90.19
170830,202312,1401,657,299,956,445,5,84.7,88.84
170900,202312,3344,2328,538,2866,478,702,81.28,88.26
170930,202312,3811,1791,1018,2809,1002,447,74.99,83.62
170950,202312,10057,3074,3504,6578,3479,48,67.81,78.99
170980,202312,506,169,109,278,228,1,82.41,83.98
171050,202312,1707,1103,282,1385,322,28,84.79,90.34
171070,202312,1371,857,291,1148,223,3,81.8,89.82
171090,202312,890,465,217,682,208,36,77.32,85.78
171110,202312,481,193,103,296,185,2,71.79,77.89
171150,202312,915,327,179,506,409,35,83.25,86.94
171180,202312,688,192,166,358,330,3,93.47,93.22
171190,202312,2176,1343,421,1764,412,380,81.89,85.54
171195,202312,826,421,159,580,246,112,80.35,87.34
171200,202312,573,189,181,370,203,8,78.27,87.67
171215,202312,472,210,143,353,119,22,89.39,94.38
171240,202312,846,394,168,562,284,23,92.45,93.66
171245,202312,703,255,214,469,234,35,79.25,85.11
171250,202312,732,252,224,476,256,59,64.6,75.43
171270,202312,478,229,119,348,130,7,80.33,85.92
171280,202312,796,448,190,638,158,4,77.43,87.63
171320,202312,3896,1575,1038,2613,1283,167,80.84,87.21
171330,202312,2791,1337,577,1914,877,7,75.26,82.71
171360,202312,1730,757,332,1089,641,6,87.95,90.22
171370,202312,611,296,141,437,174,33,74.6,83.23
171380,202312,1269,737,260,997,272,39,75.71,83.85
171395,202312,886,408,173,581,305,115,75.27,80.02
171420,202312,1972,999,392,1391,581,133,80.48,90.44
171430,202312,1021,530,237,767,254,93,76.82,85.22
171488,202312,2480,1260,563,1823,657,364,80.7,88.53
171500,202312,948,368,196,564,384,58,91.06,93.84
171510,202312,893,525,166,691,202,320,85.45,90.2
171515,202312,505,246,86,332,173,123,86.76,90.95
171525,202312,617,320,124,444,173,3,71.74,84.73
171550,202312,334,123,102,225,109,33,81.46,85.87
171570,202312,1105,669,229,898,207,92,80.18,88.99
171575,202312,1609,690,347,1037,572,51,92.41,94.7
171610,202312,5270,1511,1907,3418,1852,17,71.01,77.22
171620,202312,3040,2094,436,2530,510,820,82.07,89.62
171630,202312,1103,582,210,792,311,118,81.94,88.98
171650,202312,2311,722,827,1549,762,10,79.88,86.87
171660,202312,2174,1101,323,1424,750,3,79.6,87.2
171665,202312,1281,547,373,920,361,43,81.74,88.8
171670,202312,1625,848,356,1204,421,137,70.46,79.94
171700,202312,1100,577,212,789,311,78,77.57,86.89
171720,202312,659,358,108,466,193,61,73.79,84.88
171750,202312,1191,442,373,815,376,51,72.44,82.4
171780,202312,1262,606,219,825,437,185,82.48,87.85
171790,202312,1278,707,293,1000,278,134,78.26,86.28
171800,202312,577,307,114,421,156,96,66.85,77.53
171820,202312,10894,3753,3652,7405,3489,442,72.55,82.14
171830,202312,1536,857,390,1247,289,4,78.64,83.63
171840,202312,662,302,150,452,210,7,77.6,86.75
171845,202312,735,359,121,480,255,159,82.39,88.07
171850,202312,1016,744,126,870,146,486,79.18,90.62
171855,202312,959,482,211,693,266,32,79.91,86.73
171865,202312,451,238,109,347,104,80,79.54,86.75
171870,202312,732,293,172,465,267,11,75.38,82.74
171875,202312,1462,1030,188,1218,244,241,81.53,92.76
171880,202312,1577,1038,204,1242,335,16,87.03,91.25
171884,202312,1224,667,202,869,355,19,86.93,93.94
171886,202312,1102,483,341,824,278,4,61.15,73.5
171888,202312,657,268,148,416,241,69,100.0,100.0
171889,202312,430,147,107,254,176,6,82.21,86.39
171890,202312,1378,616,262,878,500,99,85.27,90.14
171900,202312,669,265,183,448,221,60,90.77,93.52
172000,202312,562,203,198,401,161,0,83.13,90.11
172010,202312,1457,815,276,1091,366,33,88.24,92.3
172015,202312,354,152,107,259,95,32,79.19,88.69
172020,202312,2896,1803,574,2377,519,22,82.24,88.62
172025,202312,724,355,121,476,248,102,82.55,90.49
172030,202312,1359,726,251,977,382,101,90.53,93.31
172049,202312,1101,517,237,754,347,17,78.75,92.4
172065,202312,1364,602,361,963,401,20,76.2,81.54
172080,202312,2218,1234,447,1681,537,4,79.52,85.15
172085,202312,396,93,93,186,210,10,80.16,80.17
172090,202312,4254,2823,523,3346,908,1038,83.85,92.73
172093,202312,416,212,99,311,105,142,75.36,86.87
172097,202312,626,201,136,337,289,51,81.93,87.3
172100,202312,48835,21884,11448,33332,15503,4884,72.1,82.03
172110,202312,1725,1114,284,1398,327,31,79.2,85.5
172120,202312,4963,2602,1065,3667,1296,1213,77.51,85.95
172125,202312,385,171,90,261,124,105,76.23,86.42
172130,202312,406,150,125,275,131,86,62.75,68.57
172208,202312,2484,1369,401,1770,714,13,81.65,86.72
172210,202312,2533,1583,330,1913,620,26,76.5,85.82
210005,202312,18931,9370,4298,13668,5263,1402,75.46,83.93
210010,202312,2237,1933,151,2084,153,4,81.82,87.41
210015,202312,3218,2503,325,2828,390,145,82.74,91.04
210020,202312,7233,5553,586,6139,1094,1319,76.11,82.5
210030,202312,4288,3328,582,3910,378,259,76.01,82.0
210040,202312,1948,1604,116,1720,228,81,74.89,81.4
210043,202312,5006,3478,734,4212,794,600,72.66,79.2
210047,202312,7145,4740,912,5652,1493,3112,82.22,89.37
210050,202312,2540,1630,374,2004,536,106,82.89,88.63
210055,202312,2447,1714,272,1986,461,45,92.3,93.1
210060,202312,7158,5140,1236,6376,782,18,79.4,85.2
210070,202312,6867,5917,423,6340,527,121,84.49,90.53
210080,202312,4480,3789,330,4119,361,119,82.91,86.29
210083,202312,5479,4447,319,4766,713,1294,76.57,82.27
