codigo_ibge,anomes_s,cadun_qtd_familias_atualizadas_i,cadun_qtd_familias_atualizadas_pobreza_pbf_i,cadun_qtd_familias_atualizadas_baixa_renda_i,cadun_qtd_familias_atualizadas_rfpc_ate_meio_sm_i,cadun_qtd_familias_atualizadas_rfpc_acima_meio_sm_i,cadun_qtd_familias_atualizadas_renda_zero_i,cadun_taxa_atualizacao_cadastral_d,cadun_taxa_atualizacao_cadastral_rfpc_ate_meio_sm_d
120005,201712,1415,1176,149,1325,90,502,82.79,84.93
120010,201712,4470,3357,592,3949,521,315,87.42,87.52
120013,201712,1737,1440,234,1674,63,55,85.65,87.23
120017,201712,1649,1262,279,1541,108,170,83.19,85.23
120020,201712,11494,9856,1247,11103,391,1479,82.28,83.34
120025,201712,2043,1523,263,1786,257,316,81.13,80.16
120030,201712,5580,4967,489,5456,124,2696,87.29,88.08
120032,201712,1365,1140,164,1304,61,365,86.44,86.93
120033,201712,3323,2909,262,3171,152,2459,86.96,87.5
120034,201712,2112,1609,269,1878,234,1136,94.41,94.41
120035,201712,2963,2584,294,2878,85,182,89.92,90.44
120038,201712,2159,1618,383,2001,158,215,83.45,83.47
120039,201712,1590,1334,212,1546,44,10,87.12,87.69
120040,201712,30674,23239,5244,28483,2191,5069,74.57,76.45
120042,201712,2936,2366,378,2744,192,173,95.75,95.91
120043,201712,1068,943,74,1017,51,808,92.06,92.62
120045,201712,4493,4022,142,4164,329,3095,90.32,90.62
120050,201712,7120,5964,815,6779,341,465,86.0,87.35
120060,201712,7157,6326,568,6894,263,3081,88.34,88.8
120070,201712,2282,1878,296,2174,108,27,83.89,84.55
120080,201712,3388,2680,464,3144,244,312,88.59,88.78
130002,201712,2662,2415,118,2533,129,20,85.4,87.55
130006,201712,2057,1505,286,1791,266,11,92.82,94.46
130008,201712,2203,1791,221,2012,191,442,92.4,93.71
130010,201712,3389,2897,124,3021,368,16,92.57,93.44
130014,201712,2303,1630,336,1966,337,163,74.99,76.26
130020,201712,2098,1707,261,1968,130,1466,78.31,78.53
130030,201712,7915,7261,160,7421,494,998,89.83,90.5
130040,201712,3081,2369,318,2687,394,37,80.84,82.32
130050,201712,5907,4862,296,5158,749,93,87.21,87.08
130060,201712,6215,4882,659,5541,674,254,92.19,92.39
130063,201712,4521,3939,169,4108,413,566,92.22,92.56
130068,201712,2843,2272,343,2615,228,140,86.75,89.67
130070,201712,7056,6069,305,6374,682,546,86.42,89.35
130080,201712,4424,3647,404,4051,373,22,76.27,76.34
130083,201712,2032,1698,181,1879,153,18,83.14,84.48
130090,201712,2284,1949,149,2098,186,1627,73.7,73.45
130100,201712,5107,4587,114,4701,406,2226,80.28,79.86
130110,201712,5549,4655,309,4964,585,131,78.79,78.4
130115,201712,4493,3831,330,4161,332,172,88.37,89.33
130120,201712,10958,9663,789,10452,506,203,74.26,76.3
130130,201712,4322,3217,452,3669,653,13,93.36,92.88
130140,201712,5681,5451,138,5589,92,3039,88.82,89.79
130150,201712,2965,2723,132,2855,110,2543,84.93,85.32
130160,201712,3960,3353,272,3625,335,39,86.88,87.07
130165,201712,2515,2291,151,2442,73,1804,83.55,85.26
130170,201712,8960,7089,601,7690,1270,1702,84.8,87.57
130180,201712,3236,2939,95,3034,202,463,81.0,80.6
130185,201712,12133,9638,627,10265,1868,811,84.1,85.56
130190,201712,14122,10682,1595,12277,1845,306,82.73,83.83
130195,201712,1936,1613,78,1691,245,89,89.13,89.09
130200,201712,1684,1335,161,1496,188,35,80.15,81.26
130210,201712,1228,978,136,1114,114,690,87.83,88.13
130220,201712,1721,1430,178,1608,113,56,85.02,86.82
130230,201712,3401,2943,233,3176,225,978,88.13,89.64
130240,201712,8892,7092,662,7754,1138,5319,90.58,91.47
130250,201712,18739,15948,1172,17120,1619,2247,81.88,82.89
130255,201712,3571,2950,351,3301,270,62,86.78,88.12
130260,201712,171611,110609,39470,150079,21532,1249,72.48,72.8
130270,201712,5866,4671,661,5332,534,121,78.21,78.8
130280,201712,3019,2823,64,2887,132,2322,87.86,88.63
130290,201712,10784,9719,263,9982,802,305,90.99,92.07
130300,201712,4203,3683,291,3974,229,28,91.32,92.61
130310,201712,4880,4152,356,4508,372,212,89.24,91.07
130320,201712,2546,2000,298,2298,248,53,81.57,82.48
130330,201712,3708,3021,249,3270,438,1250,91.78,93.21
130340,201712,16526,14209,981,15190,1336,359,83.09,84.87
130350,201712,3323,2950,202,3152,171,619,90.42,91.54
130353,201712,5109,4072,502,4574,535,63,82.54,85.46
130356,201712,3964,3087,538,3625,339,20,83.47,84.4
130360,201712,2454,2201,62,2263,191,512,74.4,78.79
130370,201712,5245,4458,396,4854,391,1905,92.29,94.8
130380,201712,6631,5984,436,6420,211,1887,87.83,88.79
130390,201712,4734,3906,532,4438,296,189,89.23,90.25
130395,201712,2062,1593,274,1867,195,207,88.49,91.11
130400,201712,2190,1797,130,1927,263,148,92.71,92.55
130406,201712,8857,7338,824,8162,695,29,81.62,84.35
130410,201712,3678,2564,690,3254,424,13,92.18,92.97
130420,201712,9721,8199,738,8937,784,1960,83.76,84.59
130423,201712,3371,2884,210,3094,277,194,89.6,90.94
130426,201712,2402,2267,59,2326,76,510,91.4,92.78
130430,201712,3444,2927,275,3202,242,132,89.61,90.24
130440,201712,3607,3192,119,3311,296,409,87.27,88.31
140002,201712,1297,1054,137,1191,106,746,71.26,72.79
140005,201712,2543,2396,50,2446,97,133,75.12,76.03
140010,201712,29880,16123,8360,24483,5397,215,60.6,61.86
140015,201712,2712,2302,170,2472,240,700,83.16,83.76
140017,201712,2707,2207,302,2509,198,139,79.87,82.91
140020,201712,4028,3144,435,3579,449,1029,83.46,85.21
140023,201712,1735,1276,226,1502,233,31,78.82,80.57
140028,201712,1656,1335,161,1496,160,148,80.34,82.42
140030,201712,3366,2866,237,3103,263,14,85.64,87.13
140040,201712,1474,1338,47,1385,89,611,77.78,77.24
140045,201712,2122,1573,269,1842,280,8,81.96,82.89
140047,201712,4969,3417,913,4330,639,515,82.61,84.27
140050,201712,981,668,164,832,149,57,68.98,68.25
140060,201712,1120,944,85,1029,91,428,79.43,81.92
140070,201712,1428,1238,163,1401,27,990,82.49,83.69
150010,201712,33315,29131,2209,31340,1975,1538,83.89,85.03
150013,201712,1430,1054,178,1232,198,552,80.06,80.62
150020,201712,10612,9742,523,10265,347,160,82.65,83.72
150030,201712,7293,6382,394,6776,517,29,87.1,87.21
150034,201712,3327,2615,295,2910,417,726,81.76,82.13
150040,201712,10938,9360,596,9956,982,126,83.3,86.34
150050,201712,5605,5055,263,5318,287,2291,88.92,90.15
150060,201712,14969,10550,2766,13316,1653,972,80.42,81.78
150070,201712,5201,4700,193,4893,308,1315,82.71,86.72
150080,201712,59855,32997,18828,51825,8030,733,74.14,75.63
150085,201712,4941,4458,154,4612,329,296,82.17,82.81
150090,201712,7960,6971,739,7710,250,497,78.43,80.31
150095,201712,4627,3871,418,4289,338,101,85.4,87.7
150100,201712,2328,1787,305,2092,236,410,73.2,73.35
150110,201712,3361,3193,111,3304,57,450,89.6,89.56
150120,201712,5556,5188,271,5459,97,22,79.77,80.67
150125,201712,562,389,97,486,76,146,75.74,78.64
150130,201712,17743,14117,2034,16151,1592,78,79.12,80.33
150140,201712,144316,104744,25155,129899,14417,2108,77.45,77.45
150145,201712,3828,3111,332,3443,385,73,82.83,84.55
150150,201712,10177,8424,1087,9511,666,369,78.49,80.2
150157,201712,2386,1787,322,2109,277,214,75.36,78.9
150160,201712,2332,1837,402,2239,93,15,77.91,79.82
150170,201712,19624,14471,2980,17451,2173,370,81.98,82.44
150172,201712,3044,2235,348,2583,461,76,84.57,85.67
150175,201712,1398,1111,157,1268,130,47,78.58,79.29
150178,201712,8117,6449,640,7089,1028,36,80.97,84.21
150180,201712,16235,14601,894,15495,740,534,81.62,82.59
150190,201712,5657,5222,278,5500,157,1049,81.68,83.11
150195,201712,4826,4522,191,4713,113,44,87.85,90.49
150200,201712,4145,3803,88,3891,254,681,76.01,77.2
150210,201712,18959,16960,1316,18276,683,186,76.18,76.92
150215,201712,5990,4016,1335,5351,639,22,80.55,82.56
150220,201712,7800,6064,1253,7317,483,55,71.65,74.89
150230,201712,10234,7851,1392,9243,991,48,82.9,86.27
150240,201712,24135,12896,7708,20604,3531,293,73.15,74.49
150250,201712,3406,3021,286,3307,99,130,81.36,82.48
150260,201712,1811,1560,191,1751,60,140,81.02,83.1
150270,201712,6031,3399,1256,4655,1376,99,74.06,76.29
150275,201712,5133,4421,432,4853,280,660,83.95,85.17
150276,201712,1668,1345,140,1485,183,425,74.23,76.42
150277,201712,4176,3258,378,3636,540,23,84.39,86.94
150280,201712,5235,4769,406,5175,60,581,86.45,87.98
150285,201712,2720,2095,396,2491,229,42,86.79,87.99
150290,201712,8432,7570,352,7922,510,635,80.39,81.4
150293,201712,7319,3959,1544,5503,1816,100,74.28,77.62
150295,201712,5461,3573,877,4450,1011,65,71.62,74.55
150300,201712,1709,1461,138,1599,110,955,83.89,85.55
150304,201712,2848,2165,384,2549,299,206,69.14,71.24
150307,201712,5777,5152,406,5558,219,37,90.12,92.35
150309,201712,4825,3102,1079,4181,644,106,80.52,81.21
150310,201712,5663,5059,361,5420,243,2771,85.6,86.58
150320,201712,7619,6260,907,7167,452,77,80.96,83.33
150330,201712,11829,9968,1226,11194,635,295,83.1,84.6
150340,201712,2201,1780,267,2047,154,104,82.12,83.99
150345,201712,6047,5090,506,5596,451,97,82.75,83.96
150350,201712,4843,4211,369,4580,263,116,58.66,59.51
150360,201712,18372,13020,2471,15491,2881,372,81.96,83.26
150370,201712,7893,6043,1012,7055,838,56,82.66,82.77
150375,201712,2685,2191,227,2418,267,22,86.86,86.23
150380,201712,7752,6236,568,6804,948,83,80.32,82.55
150390,201712,5943,4970,649,5619,324,18,77.16,78.64
150400,201712,5337,4743,450,5193,144,148,88.83,90.36
150405,201712,7020,5929,610,6539,481,57,83.37,87.14
150410,201712,1480,1091,250,1341,139,11,85.35,86.51
150420,201712,22366,11940,6348,18288,4078,100,65.42,66.15
150430,201712,6090,5396,510,5906,184,38,79.23,81.38
150440,201712,4871,4345,336,4681,190,66,88.0,89.22
150442,201712,17440,12245,3156,15401,2039,36,78.74,80.08
150445,201712,4809,4033,419,4452,357,412,85.58,87.34
150450,201712,4112,3702,246,3948,164,35,88.77,89.64
150460,201712,6519,5770,448,6218,301,2136,83.33,86.45
150470,201712,15286,13806,836,14642,644,100,85.42,86.57
150475,201712,3275,2713,316,3029,246,68,79.04,80.79
150480,201712,11689,9503,1327,10830,859,51,83.82,85.94
150490,201712,6899,6260,345,6605,294,18,89.98,90.61
150495,201712,4326,4092,146,4238,88,888,86.65,87.54
150497,201712,1934,1352,368,1720,214,49,76.83,78.53
150500,201712,2514,2124,206,2330,184,25,78.05,80.04
150503,201712,3089,1640,709,2349,740,99,77.61,76.14
150506,201712,6941,5500,769,6269,672,41,67.36,68.1
150510,201712,8388,6325,1259,7584,804,597,84.64,86.26
150520,201712,6223,6010,153,6163,60,15,89.72,90.27
150530,201712,10588,8389,1158,9547,1041,8,84.58,86.32
150540,201712,3945,3190,307,3497,448,75,84.72,86.34
150543,201712,5396,3994,657,4651,745,308,85.19,86.91
150548,201712,8016,7141,326,7467,549,2885,82.57,83.69
150549,201712,1678,1458,85,1543,135,487,83.81,85.53
150550,201712,15243,9648,3798,13446,1797,99,79.05,80.68
150553,201712,15768,8444,4473,12917,2851,141,70.63,71.48
150555,201712,1413,977,230,1207,206,238,81.02,84.7
150560,201712,1441,1016,313,1329,112,46,79.39,81.03
150563,201712,1861,1335,363,1698,163,77,75.01,76.14
150565,201712,3471,2966,312,3278,193,65,87.27,90.8
150570,201712,5361,4742,493,5235,126,116,89.82,90.63
150580,201712,8203,7170,583,7753,450,103,83.44,83.77
150590,201712,5905,5379,235,5614,291,1509,90.44,91.41
150600,201712,7330,6709,316,7025,305,1311,86.96,88.71
150610,201712,2169,1805,234,2039,130,201,88.35,90.62
150611,201712,2305,2004,183,2187,118,146,81.59,83.44
150613,201712,9986,5459,2458,7917,2069,273,80.4,82.22
150616,201712,2308,1040,761,1801,507,171,75.69,79.09
150618,201712,5445,3825,982,4807,638,43,83.57,86.11
150619,201712,4526,3524,519,4043,483,685,85.8,87.49
150620,201712,4809,3746,573,4319,490,17,75.29,76.36
150630,201712,5096,4631,239,4870,226,2342,82.39,83.96
150635,201712,3065,2107,652,2759,306,171,75.62,76.59
150640,201712,1940,1757,57,1814,126,624,92.6,93.45
150650,201712,8345,5923,1748,7671,674,105,73.61,75.43
150655,201712,4773,4058,428,4486,287,82,87.03,88.53
150658,201712,3353,2466,470,2936,417,14,75.82,78.54
150660,201712,4911,3786,751,4537,374,167,86.82,89.1
150670,201712,5973,4506,462,4968,1005,91,78.6,80.96
150680,201712,50655,28818,11637,40455,10200,1202,80.73,80.82
150690,201712,1873,1591,141,1732,141,260,84.94,88.09
150700,201712,5030,4331,494,4825,205,32,83.7,87.5
150710,201712,3199,2712,327,3039,160,28,76.4,81.12
150715,201712,4059,3374,312,3686,373,207,76.03,78.65
150720,201712,5268,4645,449,5094,174,689,82.88,84.87
150730,201712,8139,6527,885,7412,727,1322,76.92,77.94
150740,201712,2963,2236,453,2689,274,80,80.8,83.61
150745,201712,3839,2976,414,3390,449,112,79.94,81.6
150746,201712,1107,951,101,1052,55,207,81.45,82.31
150747,201712,4261,3478,524,4002,259,86,82.77,87.43
150750,201712,2454,1824,330,2154,300,967,70.01,69.73
150760,201712,9607,8143,919,9062,545,343,82.43,84.54
150770,201712,4823,4639,96,4735,88,1507,79.81,81.52
150775,201712,590,426,89,515,75,84,61.26,64.21
150780,201712,3297,3037,131,3168,129,2083,85.41,86.32
150790,201712,3820,3203,254,3457,363,212,74.58,75.28
150795,201712,11415,8837,1835,10672,743,241,79.85,82.25
150796,201712,2657,2177,240,2417,240,25,80.22,83.11
150797,201712,3472,2762,348,3110,362,5,89.8,91.71
150800,201712,10432,8933,941,9874,558,873,78.39,80.72
150803,201712,5131,4536,400,4936,195,91,77.07,79.49
150805,201712,2402,1898,253,2151,251,59,82.85,83.27
150808,201712,4558,1773,1761,3534,1024,39,78.78,79.54
150810,201712,15799,10132,2690,12822,2977,100,81.2,82.9
150812,201712,4253,3398,510,3908,345,1012,80.74,82.29
150815,201712,6872,5548,622,6170,702,215,81.31,82.95
150820,201712,7058,5703,776,6479,579,138,62.83,64.55
150830,201712,9758,8970,592,9562,196,1769,80.91,83.5
150835,201712,1782,1301,391,1692,90,47,80.52,82.65
150840,201712,5720,3435,1391,4826,894,372,78.44,82.59
160005,201712,892,790,39,829,63,631,91.67,92.72
160010,201712,1594,1585,5,1590,4,723,94.2,94.19
160015,201712,1812,1630,70,1700,112,209,90.6,90.66
160020,201712,1549,1261,149,1410,139,9,81.61,82.16
160021,201712,971,849,75,924,47,535,90.24,91.3
160023,201712,1045,877,97,974,71,41,91.9,91.71
160025,201712,1391,1356,15,1371,20,601,87.7,88.05
160027,201712,6919,6226,332,6558,361,1938,84.3,86.68
160030,201712,40201,28539,7412,35951,4250,490,76.45,78.53
160040,201712,4146,3593,156,3749,397,287,85.02,84.49
160050,201712,3044,2135,510,2645,399,10,82.65,84.07
160053,201712,2848,2443,277,2720,128,191,89.41,90.12
160055,201712,462,448,10,458,4,101,79.65,79.93
160060,201712,16219,13707,1150,14857,1362,1283,89.06,90.5
160070,201712,2514,2117,251,2368,146,891,86.06,87.93
160080,201712,2389,2153,125,2278,111,1988,86.43,86.51
170025,201712,504,291,103,394,110,28,83.86,82.25
170030,201712,1027,599,262,861,166,40,90.72,92.88
170035,201712,1211,685,263,948,263,69,85.16,86.18
170040,201712,1587,914,470,1384,203,92,88.26,91.89
170070,201712,1285,704,278,982,303,80,80.36,82.59
170100,201712,2070,1456,336,1792,278,182,87.19,89.55
170105,201712,631,307,163,470,161,25,86.08,88.34
170110,201712,692,384,175,559,133,61,79.54,79.29
170130,201712,1068,593,244,837,231,66,80.48,83.28
170190,201712,1134,499,341,840,294,1,76.88,80.22
170200,201712,1163,373,367,740,423,13,74.69,77.16
170210,201712,18971,7831,7755,15586,3385,50,67.37,71.24
170215,201712,1037,743,156,899,138,247,83.02,86.44
170220,201712,4622,3226,935,4161,461,116,82.62,84.16
170230,201712,1063,487,381,868,195,55,83.7,86.28
170240,201712,2193,1403,399,1802,391,193,81.58,85.08
170255,201712,3311,1625,808,2433,878,20,89.1,88.86
170270,201712,910,439,165,604,306,2,87.33,89.08
170290,201712,2410,1914,206,2120,290,549,82.61,84.02
170300,201712,1484,1028,271,1299,185,61,78.6,84.84
170305,201712,623,318,180,498,125,14,84.41,86.3
170307,201712,781,494,183,677,104,48,79.2,83.68
170310,201712,1012,573,227,800,212,4,69.69,73.12
170320,201712,736,453,159,612,124,9,70.83,78.96
170330,201712,694,537,105,642,52,371,85.57,87.46
170360,201712,383,241,74,315,68,5,83.08,87.74
170370,201712,1066,580,289,869,197,57,82.25,87.6
170380,201712,1425,817,320,1137,288,75,79.43,82.03
170382,201712,474,311,89,400,74,33,82.57,84.21
170384,201712,1206,716,318,1034,172,14,79.03,78.99
170386,201712,691,141,284,425,266,5,88.47,86.2
170388,201712,506,221,146,367,139,47,86.79,86.55
170389,201712,862,626,124,750,112,35,86.2,87.61
170390,201712,1300,852,146,998,302,494,89.59,90.56
170410,201712,449,270,89,359,90,148,84.39,87.34
170460,201712,331,200,67,267,64,64,81.72,86.68
170510,201712,804,387,224,611,193,131,98.04,97.91
170550,201712,4744,1826,1779,3605,1139,21,75.5,78.69
170555,201712,1112,591,316,907,205,2,84.43,87.29
170560,201712,927,513,229,742,185,7,82.32,87.19
170600,201712,1172,815,188,1003,169,20,86.81,89.63
170610,201712,1487,844,298,1142,345,245,88.93,89.56
170625,201712,361,118,126,244,117,37,88.26,88.4
170650,201712,1082,537,314,851,231,20,86.28,88.46
170700,201712,2555,1341,701,2042,513,17,71.95,73.05
170710,201712,1102,646,285,931,171,47,68.06,73.3
170720,201712,1584,1299,105,1404,180,41,86.18,90.58
170730,201712,799,451,188,639,160,3,84.63,86.7
170740,201712,1592,1141,291,1432,160,75,77.62,81.82
170755,201712,777,354,214,568,209,51,91.19,91.31
170765,201712,1022,491,246,737,285,3,85.09,86.6
170770,201712,1481,1065,247,1312,169,46,86.76,87.93
170820,201712,3338,2273,713,2986,352,268,84.95,86.15
170825,201712,872,579,137,716,156,157,88.88,90.4
170830,201712,1208,911,131,1042,166,9,87.34,92.45
170900,201712,1849,1585,142,1727,122,277,75.56,76.85
170930,201712,2759,1615,689,2304,455,42,76.83,77.68
170950,201712,8141,2890,3184,6074,2067,79,66.37,68.98
170980,201712,344,213,77,290,54,36,70.49,78.16
171050,201712,1318,1040,175,1215,103,29,84.97,87.85
171070,201712,1157,858,171,1029,128,37,83.47,84.97
171090,201712,938,663,140,803,135,5,86.05,89.62
171110,201712,467,240,118,358,109,3,81.92,85.03
171150,201712,990,455,160,615,375,56,95.19,95.49
171180,201712,596,263,153,416,180,3,83.7,87.21
171190,201712,1185,812,253,1065,120,171,77.29,77.9
171195,201712,722,505,123,628,94,5,85.64,88.82
171200,201712,405,216,108,324,81,12,70.31,72.97
171215,201712,343,181,87,268,75,15,77.77,80.48
171240,201712,627,402,140,542,85,8,85.77,86.85
171245,201712,483,267,123,390,93,5,80.63,82.45
171250,201712,814,497,163,660,154,12,81.23,86.38
171270,201712,344,216,83,299,45,8,86.0,86.66
171280,201712,726,420,193,613,113,7,84.32,89.22
171320,201712,3215,1758,844,2602,613,38,82.37,83.9
171330,201712,2104,1286,448,1734,370,36,77.92,82.14
171360,201712,1244,971,123,1094,150,83,87.35,88.94
171370,201712,584,378,93,471,113,59,86.13,87.7
171380,201712,1183,697,271,968,215,22,89.14,90.8
171395,201712,821,397,191,588,233,104,88.75,89.22
171420,201712,1492,716,421,1137,355,22,83.02,84.85
171430,201712,805,584,132,716,89,77,78.23,84.43
171488,201712,2087,1289,452,1741,346,17,85.81,87.39
171500,201712,841,527,138,665,176,132,93.13,93.79
171510,201712,590,422,124,546,44,224,73.84,76.47
171515,201712,392,218,84,302,90,73,84.48,86.78
171525,201712,499,302,117,419,80,9,84.57,84.81
171550,201712,281,147,68,215,66,13,83.63,88.47
171570,201712,1004,729,177,906,98,54,81.36,85.63
171575,201712,1519,613,397,1010,509,55,81.75,81.58
171610,201712,4211,1721,1554,3275,936,53,77.29,78.33
171620,201712,2324,1799,225,2024,300,495,82.64,86.16
171630,201712,733,524,103,627,106,22,78.81,81.74
171650,201712,1594,749,462,1211,383,36,78.21,80.62
171660,201712,2033,1027,434,1461,572,20,87.78,89.57
171665,201712,1123,635,268,903,220,18,82.33,87.07
171670,201712,1432,848,308,1156,276,116,77.65,80.89
171700,201712,980,528,231,759,221,42,84.48,85.76
171720,201712,627,439,80,519,108,131,81.11,82.64
171750,201712,968,378,340,718,250,3,80.26,83.0
171780,201712,1055,644,178,822,233,227,82.94,90.03
171790,201712,1306,739,333,1072,234,16,91.26,92.57
171800,201712,589,334,128,462,127,40,85.86,84.46
171820,201712,8335,4143,2618,6761,1574,67,81.75,84.11
171830,201712,1277,832,280,1112,165,10,88.86,89.67
171840,201712,536,363,98,461,75,1,78.59,82.61
171845,201712,523,317,107,424,99,7,82.49,85.31
171850,201712,715,531,108,639,76,155,83.52,87.05
171855,201712,935,648,191,839,96,17,85.7,87.03
171865,201712,288,188,71,259,29,22,73.65,76.85
171870,201712,633,320,156,476,157,13,84.4,85.61
171875,201712,1016,722,133,855,161,48,84.66,87.87
171880,201712,868,712,83,795,73,43,87.67,87.74
171884,201712,686,316,214,530,156,7,72.82,77.82
171886,201712,965,388,356,744,221,3,72.5,75.53
171888,201712,681,347,136,483,198,34,90.67,93.06
171889,201712,388,227,112,339,49,23,79.83,80.9
171890,201712,942,603,165,768,174,32,82.99,87.67
171900,201712,463,210,142,352,111,2,94.68,93.86
172000,201712,486,281,128,409,77,35,82.51,84.5
172010,201712,844,577,191,768,76,30,79.84,81.26
172015,201712,286,159,77,236,50,1,86.93,87.4
172020,201712,1840,1499,228,1727,113,11,82.03,83.34
172025,201712,622,346,129,475,147,12,84.51,89.11
172030,201712,1092,830,134,964,128,97,89.5,91.37
172049,201712,1041,650,140,790,251,36,78.32,89.87
172065,201712,1037,841,47,888,149,27,74.71,79.42
172080,201712,1980,1325,345,1670,310,59,83.57,85.68
172085,201712,410,149,130,279,131,8,87.42,89.71
172090,201712,3398,2513,295,2808,590,47,84.86,88.02
172093,201712,386,214,87,301,85,30,79.26,82.24
172097,201712,519,244,155,399,120,21,80.59,84.0
172100,201712,31378,12491,10074,22565,8813,906,80.82,82.28
172110,201712,1367,1035,177,1212,155,13,85.92,87.63
172120,201712,4035,2451,923,3374,661,549,83.95,87.52
172125,201712,228,115,58,173,55,30,84.75,84.39
172130,201712,602,407,103,510,92,289,83.14,87.62
172208,201712,2008,1264,398,1662,346,128,87.8,89.11
172210,201712,2174,1396,371,1767,407,65,83.45,84.87
210005,201712,15431,9615,3513,13128,2303,98,76.94,79.79
210010,201712,1374,1247,75,1322,52,51,81.54,85.56
210015,201712,2863,2440,225,2665,198,160,87.39,90.92
210020,201712,5874,5056,252,5308,566,414,80.27,80.49
210030,201712,4231,3883,232,4115,116,8,84.85,87.42
210040,201712,1731,1521,73,1594,137,324,81.53,82.67
210043,201712,4955,3809,504,4313,642,794,73.05,76.51
210047,201712,5206,4614,267,4881,325,2389,81.06,83.65
210050,201712,1610,1076,249,1325,285,36,72.29,73.32
210055,201712,1556,1263,204,1467,89,106,88.56,91.17
210060,201712,4379,3475,585,4060,319,139,64.5,65.11
210070,201712,6381,6084,111,6195,186,3864,87.45,91.12
210080,201712,3116,3059,31,3090,26,2378,84.51,85.52
210083,201712,4065,3625,113,3738,327,303,85.9,89.27
210087,201712,2198,1890,167,2057,141,316,76.77,79.51
210090,201712,7937,7440,275,7715,222,2347,79.82,81.65
210095,201712,4443,4044,195,4239,204,86,73.93,75.07
210100,201712,5768,5052,444,5496,272,21,82.87,85.67
210110,201712,2186,2029,71,2100,86,781,80.6,81.55
210120,201712,18600,13731,2698,16429,2171,942,75.28,78.04
210125,201712,3431,3144,153,3297,134,146,90.36,92.24
210130,201712,3112,2578,204,2782,330,322,73.37,74.56
210135,201712,1111,907,114,1021,90,490,72.9,75.46
