dimensao,nome_canonico,nome_legado,nome_na_fonte,descricao,unidade,escala,tipo,dominio_valido,tipo_real,pct_na,n_distintos,minimo,maximo,n_infinito,confianca_inferencia,revisao_pendente,motivo_revisao,problema,acao,tabela,conceito,obrigatoria
00_diretorios,id_mesorregiao,id_mesorregiao,id_mesorregiao,ID Mesorregião - IBGE,texto,categorica,character,,character,0,137,,,0,alta,FALSE,,,manter,00_diretorios/municipios,,FALSE
00_diretorios,nome_mesorregiao,nome_mesorregiao,nome_mesorregiao,Nome da Mesorregião,texto,categorica,character,,character,0,137,,,0,alta,FALSE,,,manter,00_diretorios/municipios,,FALSE
00_diretorios,id_regiao_metropolitana,id_regiao_metropolitana,id_regiao_metropolitana,Lista de ID's da Região Metropolitana - IBGE,texto,categorica,character,,character,74.2908,83,,,0,alta,FALSE,,,manter,00_diretorios/municipios,,FALSE
00_diretorios,nome_regiao_metropolitana,nome_regiao_metropolitana,nome_regiao_metropolitana,Lista de nomes da Região Metropolitana,texto,categorica,character,,character,74.2908,86,,,0,alta,FALSE,,,manter,00_diretorios/municipios,,FALSE
00_diretorios,ddd,ddd,ddd,Código de Discagem Direta a Distância (DDD),texto,categorica,character,,character,0,67,,,0,alta,FALSE,,,manter,00_diretorios/municipios,,FALSE
00_diretorios,id_uf,id_uf,id_uf,ID da Unidade da Federação - IBGE,texto,categorica,character,,character,0,27,,,0,alta,FALSE,,,manter,00_diretorios/municipios,,FALSE
00_diretorios,nome_uf,nome_uf,nome_uf,Nome da Unidade da Federação,texto,categorica,character,,character,0,27,,,0,alta,FALSE,,,manter,00_diretorios/municipios,,FALSE
00_diretorios,nome_regiao,nome_regiao,nome_regiao,Nome da Grande Região Brasileira,texto,categorica,character,,character,0,5,,,0,alta,FALSE,,,manter,00_diretorios/municipios,,FALSE
00_diretorios,flag_amazonia_legal,amazonia_legal,amazonia_legal,Indicador se o município faz parte da Amazônia Legal,booleano,binaria,integer,"[0,1]",integer,0,2,0,1,0,alta,FALSE,,Flag 0/1 sem prefixo; tipo integer64 em diretorios.RData e character em meio_ambiente.RData,renomear,00_diretorios/municipios,,FALSE
00_diretorios,centroide_wkt,centroide,centroide,Centroide do município,texto,categorica,character,,character,0,5570,,,0,alta,FALSE,,Tipo wk_wkt em diretorios.RData que vira character no xlsx; sem CRS nem formato no nome,renomear,00_diretorios/municipios,,FALSE
02_populacao,ano,ano,ano,Ano da coleta de dados,texto,categorica,integer,,integer,0,24,2000,2023,0,alta,FALSE,,"Chave do painel com cinco tipos diferentes entre dimensoes (numeric, character, integer, integer64) e coercao manual em cada join do municipalityBR.qmd",renomear,02_populacao,,TRUE
02_populacao,populacao_residente_i,populacao,populacao,População estimada IBGE,contagem,contagem,double,"[0,Inf]",numeric,0.2984,54859,652,12396372,0,media,FALSE,inferência de escala/unidade a confirmar,Generico; colide com a populacao da dim 4 (removida em municipalityBR.qmd:97) e semanticamente com populacao_atendida_agua/esgoto/urbana do SNIS,renomear,02_populacao,,FALSE
02_populacao,censo_catolicos_prop,prop_catolicos,prop_catolicos,"Proporção da população católica, códigos do Censo de 2010 e 2000 retirados do ISER",proporcao,0-1,double,"[0,1]",numeric,38.465,11069,0.0776953709296112,1,0,alta,FALSE,,Prefixo prop_ em vez de sufixo de escala; declarada STRING no dicionario e numeric em populacao_brasileira.RData,renomear,02_populacao,,FALSE
02_populacao,censo_evangelicos_pentecostais_prop,prop_evangelicos_pentecostais,prop_evangelicos_pentecostais,"Proporção da população evangélicos pentecostais, códigos do Censo de 2010 e 2000 retirados do ISER",proporcao,0-1,double,"[0,1]",numeric,38.465,11052,0,0.522453684379182,0,alta,FALSE,,Prefixo prop_ sem sufixo de escala (0-1),renomear,02_populacao,,FALSE
02_populacao,censo_evangelicos_missao_prop,prop_evangelicos_missao,prop_evangelicos_missao,"Proporção da população evangélicos de missão, códigos do Censo de 2010 e 2000 retirados do ISER",proporcao,0-1,double,"[0,1]",numeric,38.465,10290,0,0.803723890924013,0,alta,FALSE,,Prefixo prop_ sem sufixo de escala (0-1),renomear,02_populacao,,FALSE
02_populacao,censo_espiritas_prop,prop_espiritas,prop_espiritas,"Proporção da população espíritas, códigos do Censo de 2010 e 2000 retirados do ISER",proporcao,0-1,double,"[0,1]",numeric,38.465,7322,0,0.455409895656041,0,alta,FALSE,,Prefixo prop_ sem sufixo de escala (0-1),renomear,02_populacao,,FALSE
02_populacao,censo_matriz_africana_prop,prop_matriz_africana,prop_matriz_africana,"Proporção da população religiões de matriz africana, códigos do Censo de 2010 e 2000 retirados do ISER",proporcao,0-1,double,"[0,1]",numeric,38.465,3191,0,0.0677579158348801,0,alta,FALSE,,Prefixo prop_ sem sufixo de escala (0-1),renomear,02_populacao,,FALSE
02_populacao,ano_ref_censo_religiao,ano_censo,ano_censo,Ano de realização do Censo,codigo,identificador,double,,numeric,38.465,2,2000,2010,0,alta,FALSE,,"Generico: nao diz que e o ano do Censo de religiao (2000/2010) replicado sobre 1996-2015; mesmo padrao de ano_avs, ano_ideb, ano_eleicao, ano_inicio",renomear,02_populacao,,FALSE
03_meio_ambiente,s2id_desastres_i,total_desastres,total_desastres,Total desastres município ano,contagem,contagem,double,"[0,Inf]",numeric,0,36,0,63,0,media,FALSE,inferência de escala/unidade a confirmar,"Prefixo total_ generico, sem fonte (S2iD/Atlas de Desastres) e sem sufixo de contagem",renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,s2id_pessoas_afetadas_desastre_i,total_pessoas_afetadas,total_pessoas_afetadas,Total pessoas afetadas desastres município ano,contagem,contagem,double,"[0,Inf]",numeric,0,9757,0,2100000,0,media,FALSE,inferência de escala/unidade a confirmar,Idem; nao diz que e afetadas POR DESASTRE,renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,s2id_danos_materiais_brl2023,total_danos_materiais,total_danos_materiais,Total danos materiais desastres município ano,R$,monetaria,double,,numeric,0,9853,0,7135243811.34,0,media,FALSE,inferência de escala/unidade a confirmar,Valor monetario sem unidade e sem indicacao de deflacao,renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,s2id_prejuizos_publicos_brl2023,total_prejuizos_publicos,total_prejuizos_publicos,Total prejuízos públicos desastres município ano (valor deflacionado para dezembro de 2023),R$,monetaria,double,,numeric,0,18646,0,984777420.105115,0,media,FALSE,inferência de escala/unidade a confirmar,Valor monetario sem unidade e sem indicacao de deflacao,renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,s2id_prejuizos_privados_brl2023,total_prejuizos_privados,total_prejuizos_privados,Total prejuízos privados desastres município ano (valor deflacionado para dezembro de 2023),R$,monetaria,double,,numeric,0,24656,0,8527998469.76073,0,media,FALSE,inferência de escala/unidade a confirmar,Valor monetario sem unidade e sem indicacao de deflacao,renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,s2id_desastres_climatologicos_i,total_desastres_climatologicos,total_desastres_climatologicos,Total desastres climatológicos município ano,contagem,contagem,double,"[0,Inf]",numeric,0,20,0,62,0,media,FALSE,inferência de escala/unidade a confirmar,Prefixo total_ generico; a familia tem 20 colunas (5 metricas x 4 tipos) com o mesmo defeito,renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,s2id_pessoas_afetadas_climatologicos_i,total_pessoas_afetadas_climatologicos,total_pessoas_afetadas_climatologicos,Total pessoas afetadas desastres climatológicos município ano,pessoas,contagem,double,"[0,Inf]",numeric,0,5235,0,2100000,0,alta,FALSE,,,manter,03_meio_ambiente,,FALSE
03_meio_ambiente,s2id_danos_materiais_climatologicos_brl2023,total_danos_materiais_climatologicos,total_danos_materiais_climatologicos,Total danos materiais desastres climatológicos município ano,BRL de dezembro de 2023,brl,double,"[0,Inf]",numeric,0,316,0,136000523,0,alta,FALSE,,,manter,03_meio_ambiente,,FALSE
03_meio_ambiente,s2id_prejuizos_publicos_climatologicos_brl2023,total_prejuizos_publicos_climatologicos,total_prejuizos_publicos_climatologicos,Total prejuízos públicos desastres climatológicos município ano (valor deflacionado para dezembro de 2023),BRL de dezembro de 2023,brl,double,"[0,Inf]",numeric,0,10553,0,984777420.105115,0,alta,FALSE,,,manter,03_meio_ambiente,,FALSE
03_meio_ambiente,s2id_prejuizos_privados_climatologicos_brl2023,total_prejuizos_privados_climatologicos,total_prejuizos_privados_climatologicos,Total prejuízos privados desastres climatológicos município ano (valor deflacionado para dezembro de 2023),BRL de dezembro de 2023,brl,double,"[0,Inf]",numeric,0,17038,0,1691756197.69623,0,alta,FALSE,,,manter,03_meio_ambiente,,FALSE
03_meio_ambiente,s2id_desastres_hidrologicos_i,total_desastres_hidrologicos,total_desastres_hidrologicos,Total desastres hidrológicos município ano,contagem,contagem,double,"[0,Inf]",numeric,0,22,0,33,0,media,FALSE,inferência de escala/unidade a confirmar,Idem,renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,s2id_pessoas_afetadas_hidrologicos_i,total_pessoas_afetadas_hidrologicos,total_pessoas_afetadas_hidrologicos,Total pessoas afetadas desastres hidrológicos município ano,pessoas,contagem,double,"[0,Inf]",numeric,0,5810,0,2006222,0,alta,FALSE,,,manter,03_meio_ambiente,,FALSE
03_meio_ambiente,s2id_danos_materiais_hidrologicos_brl2023,total_danos_materiais_hidrologicos,total_danos_materiais_hidrologicos,Total danos materiais desastres hidrológicos município ano,BRL de dezembro de 2023,brl,double,"[0,Inf]",numeric,0,8072,0,7135243811.34,0,alta,FALSE,,,manter,03_meio_ambiente,,FALSE
03_meio_ambiente,s2id_prejuizos_publicos_hidrologicos_brl2023,total_prejuizos_publicos_hidrologicos,total_prejuizos_publicos_hidrologicos,Total prejuízos públicos desastres hidrológicos município ano (valor deflacionado para dezembro de 2023),BRL de dezembro de 2023,brl,double,"[0,Inf]",numeric,0,8633,0,515958041.311964,0,alta,FALSE,,,manter,03_meio_ambiente,,FALSE
03_meio_ambiente,s2id_prejuizos_privados_hidrologicos_brl2023,total_prejuizos_privados_hidrologicos,total_prejuizos_privados_hidrologicos,Total prejuízos privados desastres hidrológicos município ano (valor deflacionado para dezembro de 2023),BRL de dezembro de 2023,brl,double,"[0,Inf]",numeric,0,7955,0,8527998469.76073,0,alta,FALSE,,,manter,03_meio_ambiente,,FALSE
03_meio_ambiente,s2id_desastres_meteorologicos_i,total_desastres_meteorologicos,total_desastres_meteorologicos,Total desastres meteorológicos município ano,contagem,contagem,double,"[0,Inf]",numeric,0,9,0,8,0,media,FALSE,inferência de escala/unidade a confirmar,Idem,renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,s2id_pessoas_afetadas_meteorologicos_i,total_pessoas_afetadas_meteorologicos,total_pessoas_afetadas_meteorologicos,Total pessoas afetadas desastres meteorológicos município ano,pessoas,contagem,double,"[0,Inf]",numeric,0,1701,0,406996,0,alta,FALSE,,,manter,03_meio_ambiente,,FALSE
03_meio_ambiente,s2id_danos_materiais_meteorologicos_brl2023,total_danos_materiais_meteorologicos,total_danos_materiais_meteorologicos,Total danos materiais desastres meteorológicos município ano,BRL de dezembro de 2023,brl,double,"[0,Inf]",numeric,0,2352,0,176012934.6,0,alta,FALSE,,,manter,03_meio_ambiente,,FALSE
03_meio_ambiente,s2id_prejuizos_publicos_meteorologicos_brl2023,total_prejuizos_publicos_meteorologicos,total_prejuizos_publicos_meteorologicos,Total prejuízos públicos desastres meteorológicos município ano (valor deflacionado para dezembro de 2023),BRL de dezembro de 2023,brl,double,"[0,Inf]",numeric,0,1781,0,55414220.4568483,0,alta,FALSE,,,manter,03_meio_ambiente,,FALSE
03_meio_ambiente,s2id_prejuizos_privados_meteorologicos_brl2023,total_prejuizos_privados_meteorologicos,total_prejuizos_privados_meteorologicos,Total prejuízos privados desastres meteorológicos município ano (valor deflacionado para dezembro de 2023),BRL de dezembro de 2023,brl,double,"[0,Inf]",numeric,0,2255,0,1978292235.79699,0,alta,FALSE,,,manter,03_meio_ambiente,,FALSE
03_meio_ambiente,s2id_desastres_outros_i,total_desastres_outros,total_desastres_outros,Total desastres outros município ano,contagem,contagem,double,"[0,Inf]",numeric,0,15,0,19,0,media,FALSE,inferência de escala/unidade a confirmar,'outros' como categoria residual nao documentada,renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,s2id_pessoas_afetadas_outros_i,total_pessoas_afetadas_outros,total_pessoas_afetadas_outros,Total pessoas afetadas desastres outros  município ano,pessoas,contagem,double,"[0,Inf]",numeric,0,390,0,1e+06,0,alta,FALSE,,,manter,03_meio_ambiente,,FALSE
03_meio_ambiente,s2id_danos_materiais_outros_brl2023,total_danos_materiais_outros,total_danos_materiais_outros,Total danos materiais desastres outros  município ano,BRL de dezembro de 2023,brl,double,"[0,Inf]",numeric,0,333,0,150000000.02,0,alta,FALSE,,,manter,03_meio_ambiente,,FALSE
03_meio_ambiente,s2id_prejuizos_publicos_outros_brl2023,total_prejuizos_publicos_outros,total_prejuizos_publicos_outros,Total prejuízos públicos desastres outros  município ano (valor deflacionado para dezembro de 2023),BRL de dezembro de 2023,brl,double,"[0,Inf]",numeric,0,369,0,335073245.534448,0,alta,FALSE,,,manter,03_meio_ambiente,,FALSE
03_meio_ambiente,s2id_prejuizos_privados_outros_brl2023,total_prejuizos_privados_outros,total_prejuizos_privados_outros,Total prejuízos privados desastres outros  município ano (valor deflacionado para dezembro de 2023),BRL de dezembro de 2023,brl,double,"[0,Inf]",numeric,0,273,0,205749363.961111,0,alta,FALSE,,,manter,03_meio_ambiente,,FALSE
03_meio_ambiente,snis_populacao_atendida_agua_i,populacao_atendida_agua,populacao_atendida_agua,AG001 - População total atendida com abastecimento de água,contagem,contagem,double,,numeric,45.9447,37218,0,12396372,0,alta,FALSE,,"Estava como texto na base publicada, por coerção posicional incompleta na origem. O tipo numérico foi recuperado na migração e a declaração do dicionário, que herdara o erro, foi corrigida.",renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,snis_populacao_atendida_esgoto_i,populacao_atentida_esgoto,populacao_atentida_esgoto,ES001 - População total atendida com esgotamento sanitário,contagem,contagem,double,,numeric,77.078,22907,0,12396372,0,alta,FALSE,,"Estava como texto na base publicada, por coerção posicional incompleta na origem. O tipo numérico foi recuperado na migração e a declaração do dicionário, que herdara o erro, foi corrigida.",renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,snis_populacao_urbana_i,populacao_urbana,populacao_urbana,População urbana do município do ano de referência (Fonte: IBGE),contagem,contagem,double,,numeric,38.0714,38880,162,12284940,0,alta,FALSE,,"Estava como texto na base publicada, por coerção posicional incompleta na origem. O tipo numérico foi recuperado na migração e a declaração do dicionário, que herdara o erro, foi corrigida.",renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,snis_populacao_urbana_residente_area_atendida_agua_i,populacao_urbana_residente_agua,populacao_urbana_residente_agua,G06A - População urbana residente do(s) município(s) com abastecimento de água,contagem,contagem,double,,numeric,38.1693,38874,162,12284940,0,alta,FALSE,,"Estava como texto na base publicada, por coerção posicional incompleta na origem. O tipo numérico foi recuperado na migração e a declaração do dicionário, que herdara o erro, foi corrigida.",renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,snis_populacao_urbana_atendida_esgoto_i,populacao_urbana_atendida_esgoto,populacao_urbana_atendida_esgoto,G06B - População urbana residente do(s) município(s) com esgotamento sanitário,contagem,contagem,double,,numeric,79.4037,20901,0,12284940,0,alta,FALSE,,"Estava como texto na base publicada, por coerção posicional incompleta na origem. O tipo numérico foi recuperado na migração e a declaração do dicionário, que herdara o erro, foi corrigida.",renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,snis_extensao_rede_agua_km,extensao_rede_agua,extensao_rede_agua,AG005 - Extensão da rede de água,km,fisica,double,"[0,Inf]",numeric,46.1934,20923,0,4883646,0,media,FALSE,inferência de escala/unidade a confirmar,Sem unidade no nome (km) e sem prefixo de fonte,renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,snis_extensao_rede_esgoto_km,extensao_rede_esgoto,extensao_rede_esgoto,ES004 - Extensão da rede de esgotos,km,fisica,double,"[0,Inf]",numeric,76.9936,12427,0,1791797,0,media,FALSE,inferência de escala/unidade a confirmar,Sem unidade no nome (km) e sem prefixo de fonte,renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,snis_sedes_municipais_atendidas_agua_i,quantidade_sede_municipal_agua,quantidade_sede_municipal_agua,GE008 - Quantidade de Sedes municipais atendidas com abastecimento de água,contagem,contagem,double,,numeric,37.2782,2,0,1,0,alta,FALSE,,"Estava como texto na base publicada, por coerção posicional incompleta na origem. O tipo numérico foi recuperado na migração e a declaração do dicionário, que herdara o erro, foi corrigida.",renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,snis_sedes_municipais_atendidas_esgoto_i,quantidade_sede_municipal_esgoto,quantidade_sede_municipal_esgoto,GE009 - Quantidade de Sedes municipais atendidas com esgotamento sanitário,contagem,contagem,double,,numeric,76.2216,2,0,1,0,alta,FALSE,,"Estava como texto na base publicada, por coerção posicional incompleta na origem. O tipo numérico foi recuperado na migração e a declaração do dicionário, que herdara o erro, foi corrigida.",renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,snis_ligacoes_agua_i,quantidade_ligacao_total_agua,quantidade_ligacao_total_agua,AG021 - Quantidade de ligações totais de água,contagem,contagem,double,,numeric,47.653,22966,0,3755238,0,alta,FALSE,,"Estava como texto na base publicada, por coerção posicional incompleta na origem. O tipo numérico foi recuperado na migração e a declaração do dicionário, que herdara o erro, foi corrigida.",renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,snis_ligacoes_esgoto_i,quantidade_ligacao_total_esgoto,quantidade_ligacao_total_esgoto,ES009 - Quantidade de ligações totais de esgotos,contagem,contagem,double,,numeric,77.5877,15581,0,3294368,0,alta,FALSE,,"Estava como texto na base publicada, por coerção posicional incompleta na origem. O tipo numérico foi recuperado na migração e a declaração do dicionário, que herdara o erro, foi corrigida.",renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,snis_empregados_prestador_i,quantidade_empregado,quantidade_empregado,FN026 - Quantidade total de empregados próprios,contagem,contagem,double,,numeric,46.1754,1104,0,6454,0,alta,FALSE,,"Estava como texto na base publicada, por coerção posicional incompleta na origem. O tipo numérico foi recuperado na migração e a declaração do dicionário, que herdara o erro, foi corrigida.",renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,snis_despesa_pessoal_prestador_brl2023,despesa_pessoal,despesa_pessoal,FN010 - Despesa com pessoal próprio,R$,monetaria,double,,numeric,46.7662,94872,-5184300.89986465,3339841082.01041,0,media,FALSE,inferência de escala/unidade a confirmar,"Generico, sem fonte; e despesa de pessoal do prestador de saneamento e esta deflacionada (saneamento.R:186-190) sem marca no nome",renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,snis_arrecadacao_prestador_brl2023,arrecadacao_total,arrecadacao_total,FN006 - Arrecadação total (deflacionado para dezembro de 2023) ,R$,monetaria,double,,numeric,46.523,96038,0,9633077161.75556,0,media,FALSE,inferência de escala/unidade a confirmar,"Generico, sem fonte; colide conceitualmente com as receitas do SICONFI (dim 6); deflacionada sem marca",renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,snis_investimento_agua_fonte_municipio_brl2023,investimento_agua_municipio,investimento_agua_municipio,FN042 - Investimento realizado em abastecimento de água pelo(s) município(s),R$,monetaria,double,,numeric,75.1597,4040,0,382847344.125503,0,media,FALSE,inferência de escala/unidade a confirmar,"Deflacionado (saneamento.R:186-190) sem sufixo; 'municipio' aqui e a FONTE do investimento, nao a unidade geografica",renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,snis_investimento_agua_fonte_estado_brl2023,investimento_agua_estado,investimento_agua_estado,FN052 - Investimento realizado em abastecimento de água pelo estado,R$,monetaria,double,,numeric,73.0793,1653,0,223334741.385731,0,media,FALSE,inferência de escala/unidade a confirmar,Idem: sufixo designa a fonte do recurso e se confunde com recorte geografico,renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,snis_investimento_agua_fonte_prestador_brl2023,investimento_agua_prestador,investimento_agua_prestador,FN023 - Investimento realizado em abastecimento de água pelo prestador de serviços,R$,monetaria,double,,numeric,52.2616,60265,-24107348.8785305,132113648828.078,0,media,FALSE,inferência de escala/unidade a confirmar,Idem,renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,snis_investimento_esgoto_fonte_municipio_brl2023,investimento_esgoto_municipio,investimento_esgoto_municipio,FN043 - Investimento realizado em esgotamento sanitário pelo(s) município(s),R$,monetaria,double,,numeric,75.2141,2604,0,270023543.253602,0,media,FALSE,inferência de escala/unidade a confirmar,Idem,renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,snis_investimento_esgoto_fonte_estado_brl2023,investimento_esgoto_estado,investimento_esgoto_estado,FN053 - Investimento realizado em esgotamento sanitário pelo estado,R$,monetaria,double,,numeric,73.1554,768,0,1177653318.55271,0,media,FALSE,inferência de escala/unidade a confirmar,Idem,renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,snis_investimento_esgoto_fonte_prestador_brl2023,investimento_esgoto_prestador,investimento_esgoto_prestador,FN024 - Investimento realizado em esgotamento sanitário pelo prestador de serviços,R$,monetaria,double,,numeric,53.1489,30982,-4500824.38634801,2070503911.47739,0,media,FALSE,inferência de escala/unidade a confirmar,Idem,renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,snis_indice_atendimento_total_agua_pct,indice_atendimento_total_agua,indice_atendimento_total_agua,IN055_AE - Índice de atendimento total de água,percentual,0-100,double,"[0,100]",numeric,47.6585,9430,0,100,0,alta,FALSE,,Sem prefixo de fonte e sem escala (percentual),renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,snis_indice_atendimento_esgoto_sobre_populacao_agua_pct,indice_atendimento_esgoto_agua,indice_atendimento_esgoto_agua,Índice de atendimento urbano de esgoto referido aos municípios atendidos com esgoto,percentual,0-100,double,"[0,100]",numeric,77.8597,9726,0,100,0,alta,FALSE,,Nome ilegivel: e o indice de atendimento de esgoto referido a populacao atendida com AGUA. Sem escala,renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,area_municipio_km2,area_total_municipio,area_total_municipio,Área total do município em km² conforme dados do IBGE,km2,fisica,double,"[0,Inf]",numeric,30.303,5556,3.565,159533.306,0,alta,FALSE,,Sem unidade (km2); 'total' redundante,renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,area_desmatada_municipio_km2,desmatado_total_municipio,desmatado_total_municipio,"Área total desmatado do município em km², todos os biomas",km2,fisica,double,"[0,Inf]",numeric,30.303,20447,0,14083.5,0,alta,FALSE,,"Particulo usado como substantivo, sem unidade (km2) e sem fonte (MapBiomas/PRODES)",renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,area_desmatada_bioma_amazonia_km2,desmatado_total_amazonia,desmatado_total_amazonia,"Área total desmatado do município em km², bioma Amazônia",km2,fisica,double,"[0,Inf]",numeric,30.303,8844,0,12174.6,0,alta,FALSE,,"Idem; e a parcela desmatada do bioma dentro do municipio, nao o desmatamento do bioma",renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,area_desmatada_bioma_caatinga_km2,desmatado_total_caatinga,desmatado_total_caatinga,"Área total desmatado do município em km², bioma Caatinga",km2,fisica,double,"[0,Inf]",numeric,30.303,7941,0,2661.1,0,alta,FALSE,,"Idem (mesma familia: cerrado, mata_atlantica, pampa, pantanal)",renomear,03_meio_ambiente,,FALSE
03_meio_ambiente,area_desmatada_bioma_cerrado_km2,desmatado_total_cerrado,desmatado_total_cerrado,"Área total desmatado do município em km², bioma Cerrado",km2,km2,double,"[0,Inf]",numeric,30.303,12630,0,14083.5,0,alta,FALSE,,,manter,03_meio_ambiente,,FALSE
03_meio_ambiente,area_desmatada_bioma_mata_atlantica_km2,desmatado_total_mata_atlantica,desmatado_total_mata_atlantica,"Área total desmatado do município em km², bioma Mata Atlântica",km2,km2,double,"[0,Inf]",numeric,30.303,9211,0,3228.6,0,alta,FALSE,,,manter,03_meio_ambiente,,FALSE
03_meio_ambiente,area_desmatada_bioma_pampa_km2,desmatado_total_pampa,desmatado_total_pampa,"Área total desmatado do município em km², bioma Pampa",km2,km2,double,"[0,Inf]",numeric,30.303,3190,0,4163.5,0,alta,FALSE,,,manter,03_meio_ambiente,,FALSE
